# 2023-08 月中(2023-08-11,上月月報甫公佈)全池量化快照(1150 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
3704 合勤控|通信網路|-26 -11 -37|76 76 21 25|0.4 466|20 -3 -0 -16 24
3705 永信|生技醫療|6 -6 7|91 97 2 6|0.3 9|10 16 1 10 -7
3706 神達|電腦及週|-21 -22 -29|82 82 52 46|1.3 1407|12 -1 0 -30 68
3707 漢磊|半導體業|-21 -16 -12|65 77 2 -20|0.4 159|9 -9 -1 -8 13
3708 上緯投控|綠能環保|-11 -27 -6|86 86 2 -6|1.5 33|7 8 0 -4 -3
3710 連展投控|電子零組|5 -1 14|58 77 -12 -21|0.7 8|2 -0 0 na na
3711 日月光投控|半導體業|-17 -17 -14|93 93 14 14|0.5 1884|76 6 -1 23 -38
3712 永崴投控|電腦及週|94 34 26|85 85 -3 16|0.6 29|2 -5 -1 -3 3
3714 富采|光電業|-14 -16 18|84 84 -2 -4|0.9 104|13 -14 0 -2 34
3715 定穎投控|電子零組|na na na|na 94 20 90|1.2 324|24 0 1 5 -6
4102 永日|生技醫療|-13 -17 -39|75 89 7 3|0.6 11|3 6 0 -0 -7
4104 佳醫|生技醫療|10 18 2|91 91 3 24|0.4 34|6 -6 -0 -14 30
4105 東洋|生技醫療|10 15 1|93 96 0 1|0.5 50|20 -11 0 -7 17
4106 雃博|生技醫療|-21 -5 -15|75 75 -7 -9|0.4 17|5 -20 0 -24 -20
4107 邦特|生技醫療|-9 -7 -11|90 94 -0 0|0.4 10|20 -22 0 -23 -9
4108 懷特|生技醫療|37 30 29|82 82 -3 6|0.4 12|1 -2 0 0 na
4111 濟生|生技醫療|-6 -5 -5|75 75 -6 -1|0.5 5|2 -1 0 -8 3
4113 聯上|建材營造|30410 18230 9955|100 100 24 49|1.3 11|1 6 0 9 -28
4114 健喬|生技醫療|19 24 -8|82 88 -2 -6|1.4 86|5 3 -0 -7 -12
4116 明基醫|生技醫療|4 -5 -46|78 90 3 -6|1.2 37|1 -1 0 5 34
4119 旭富|生技醫療|31 35 -52|88 88 1 17|0.5 31|9 -11 0 -1 28
4120 友華|生技醫療|5 -1 -1|80 80 -4 3|0.3 5|6 -2 0 -23 40
4121 優盛|生技醫療|-10 -19 -16|72 72 -10 11|0.3 27|2 -1 0 -25 2
4123 晟德|生技醫療|121 77 -30|88 88 18 20|0.5 357|7 -0 -0 27 42
4126 太醫|生技醫療|2 18 -9|89 89 3 15|1.5 37|20 8 0 19 11
4128 中天|生技醫療|-2 -13 -4|70 82 -8 -18|0.7 81|5 -4 -0 -1 11
4129 聯合|生技醫療|50 32 4|85 85 18 46|0.6 116|20 -1 -2 -1 35
4130 健亞|生技醫療|15 26 9|68 85 -2 -14|0.4 15|2 -11 0 -0 26
4137 麗豐-KY|生技醫療|-13 8 -6|81 81 -16 -11|0.3 26|60 -23 -2 -8 29
4138 曜亞|生技醫療|25 41 7|72 72 9 64|0.5 77|4 0 0 33 102
4142 國光生|生技醫療|-60 -81 -221|75 75 -9 -16|0.7 26|7 -16 0 -1 27
4147 中裕|生技醫療|64 26 -96|73 73 -9 39|0.7 220|9 2 1 -21 -5
4148 全宇生技-KY|生技醫療|-29 -10 -44|70 72 -11 -22|0.4 6|71 -6 0 10 49
4153 鈺緯|生技醫療|-6 0 -27|69 69 -8 2|0.5 23|1 -6 0 5 253
4155 訊映|生技醫療|10 -11 -2|74 74 -7 -2|0.3 36|2 -6 0 -25 6
4157 太景*-KY|生技醫療|274 3731 1906|77 83 -0 -4|0.4 28|4 -9 0 -2 9
4160 訊聯基因|生技醫療|26 25 17|92 92 4 78|1.4 18|1 -0 0 na na
4161 聿新科|生技醫療|-9 11 -9|83 83 5 30|0.2 8|2 -10 0 11 29
4162 智擎|生技醫療|243 85 63|57 69 -10 -28|0.7 89|5 8 0 -7 -14
4163 鐿鈦|生技醫療|-22 -7 -29|83 83 -9 -4|0.5 26|5 -19 0 -33 81
4164 承業醫|生技醫療|5 37 6|77 77 -15 2|0.5 77|27 -1 -9 -12 -43
4167 松瑞藥|生技醫療|-14 -25 -2|64 84 7 -14|1.4 16|11 7 0 -0 -2
4168 醣聯|生技醫療|-100 -44 na|66 83 -5 -10|0.8 18|4 -0 0 -0 -5
4171 瑞基|農業科技|-54 -62 2|62 78 -4 -20|0.6 12|16 -11 0 6 12
4173 久裕|生技醫療|6 17 6|92 92 5 23|1.0 20|3 0 0 12 118
4174 浩鼎|生技醫療|498 673 na|89 89 5 13|0.6 36|11 -9 0 -15 3
4175 杏一|生技醫療|12 -0 -4|69 69 -14 40|0.3 40|1 -3 0 -34 21
4188 安克|生技醫療|17 6 32|72 72 25 23|0.8 12|0 0 0 na na
4190 佐登-KY|生技醫療|12 20 3|70 70 -12 -5|0.7 11|62 1 0 -19 3
4207 環泰|食品工業|1 11 1|91 91 20 35|0.7 17|2 1 0 -4 25
4306 炎洲|塑膠工業|-23 -24 -1|89 89 -7 7|0.4 11|5 -23 0 8 15
4438 廣越|紡織纖維|-15 -6 -26|80 92 0 -3|0.7 11|2 -13 -3 14 1
4439 冠星-KY|紡織纖維|-32 -30 2|78 78 18 43|1.3 32|65 2 0 -2 15
4503 金雨|電機機械|75 47 -5|78 78 6 44|0.3 109|1 -3 0 -7 21
4506 崇友|電機機械|25 36 23|98 98 12 17|1.2 10|3 -14 -15 33 -18
4510 高鋒|電機機械|10 17 20|71 71 20 55|0.4 24|3 1 0 -5 -14
4513 福裕|電機機械|-9 -8 7|67 88 -5 0|0.8 5|2 2 0 77 4
4523 永彰|電機機械|22 16 19|75 75 50 9|0.5 29|2 0 0 -15 3
4526 東台|電機機械|-21 -14 -10|79 79 12 26|0.4 37|8 3 -0 6 37
4532 瑞智|電機機械|2 -8 16|82 82 20 35|0.5 211|13 1 0 -17 15
4533 協易機|電機機械|-42 10 -20|70 70 115 147|0.5 322|1 -1 0 -27 -12
4536 拓凱|運動休閒|-31 -16 -30|72 72 -9 -8|0.8 54|14 -7 -0 -9 14
4538 大詠城|電機機械|-44 -22 -25|77 77 11 21|0.4 5|0 1 0 -13 0
4541 晟田|其他|-8 -6 -15|73 73 -15 18|0.2 32|2 -0 -1 -17 35
4543 萬在|電機機械|-39 -17 -13|61 61 56 80|0.3 114|13 5 0 -11 113
4549 桓達|電機機械|-44 -23 -30|83 83 3 14|0.5 7|7 -2 -9 -51 87
4551 智伸科|汽車工業|-27 -19 -10|79 87 6 -7|0.6 35|50 -20 3 -8 15
4552 力達-KY|電機機械|2 2 4|86 86 -5 8|0.6 7|46 -23 0 23 90
4563 百德|電機機械|-29 -5 -4|77 77 35 20|0.7 49|1 -4 0 23 10
4564 元翎|電機機械|-22 -12 18|75 75 6 2|0.2 31|3 -3 0 -2 20
4566 時碩工業|電機機械|-23 -12 -14|73 73 -2 5|0.2 66|1 -2 0 4 40
4572 駐龍|電機機械|10 21 -27|95 95 21 41|0.8 156|10 11 7 -21 11
4580 捷流閥業|電機機械|-6 1 2|95 95 4 18|1.3 11|2 -0 0 -19 3
4581 光隆精密-KY|汽車工業|23 12 -3|88 88 4 61|0.2 11|28 3 0 -13 -40
4583 台灣精銳|電機機械|-24 -20 -8|82 82 13 18|0.3 29|0 -1 0 -19 6
4714 永捷|化學工業|-55 -56 -25|92 92 6 20|0.9 17|1 1 0 -9 -3
4721 美琪瑪|化學工業|-69 -62 -24|61 74 -9 -24|1.1 27|1 -5 0 -9 6
4722 國精化|化學工業|-25 -26 10|95 95 4 6|1.1 6|3 -1 0 3 37
4726 永昕|生技醫療|61 53 34|79 82 7 1|0.5 104|21 0 0 -1 12
4728 雙美|生技醫療|42 37 -37|66 66 -12 48|0.2 35|14 -2 0 11 14
4736 泰博|生技醫療|-72 -67 -47|79 88 -1 -4|1.3 53|10 11 0 -11 -5
4739 康普|化學工業|-54 -53 -25|58 74 -11 -22|1.0 31|1 0 0 -9 -3
4741 泓瀚|化學工業|-27 -1 -2|80 80 15 44|0.4 11|1 -0 0 12 106
4743 合一|生技醫療|23 -22 -7|70 75 -5 -28|0.7 411|6 1 -1 -2 0
4744 皇將|生技醫療|95 30 11|71 71 -25 -5|0.3 40|6 3 0 -37 -67
4746 台耀|生技醫療|1 27 5|81 81 2 33|0.7 1109|9 -0 0 5 -24
4747 強生製藥|生技醫療|6 30 1|86 86 112 113|0.7 124|3 -1 0 23 133
4754 國碳科|化學工業|37 76 42|84 84 16 34|1.2 6|0 1 0 na na
4755 三福化|化學工業|-10 -12 6|86 86 9 9|0.5 134|29 -1 -0 0 15
4763 材料*-KY|化學工業|147 135 36|81 81 52 173|1.0 3164|65 -2 1 4 24
4766 南寶|化學工業|-7 -6 -13|96 96 16 37|0.9 34|16 8 7 -11 20
4768 晶呈科技|化學工業|-38 -23 -60|69 69 2 2|0.7 276|5 -2 -3 26 113
4770 上品|化學工業|-28 -10 -37|77 85 3 -13|0.4 99|7 3 0 4 -4
4904 遠傳|通信網路|6 5 1|92 92 -4 9|0.5 294|18 14 -18 -19 -45
4906 正文|通信網路|-8 -7 -41|95 95 15 23|1.4 308|16 0 -0 -5 10
4908 前鼎|通信網路|9 -6 5|83 83 34 64|0.5 186|3 -1 0 12 36
4911 德英|生技醫療|282 372 -95|78 78 -10 8|0.8 6|0 -17 0 na 81
4912 聯德控股-KY|電子零組|-27 -43 -13|78 96 22 14|1.2 16|29 -8 0 5 22
4915 致伸|電子零組|-32 -25 -14|94 95 7 14|0.6 205|48 -5 10 2 9
4916 事欣科|電腦及週|52 45 -15|84 84 25 39|0.4 100|1 -1 0 7 49
4919 新唐|半導體業|-12 -14 -2|82 82 7 -12|0.6 884|5 -3 4 -5 12
4927 泰鼎-KY|電子零組|37 -2 9|89 89 10 5|0.5 51|17 -9 -1 -8 -20
4931 新盛力|電腦及週|-56 -37 -72|65 71 -18 -27|0.5 41|2 3 -7 -9 4
4933 友輝|光電業|20 16 40|97 97 28 32|5.9 6|2 1 0 28 -24
4934 太極|光電業|40 30 -51|88 88 17 24|0.9 142|1 -2 0 na na
4935 茂林-KY|光電業|-54 -26 -6|89 94 4 2|1.5 7|26 -6 0 52 77
4938 和碩|電腦及週|-13 -15 -11|90 90 13 20|0.7 938|33 -3 -3 172 -36
4942 嘉彰|光電業|-13 -19 8|99 99 14 17|1.8 12|13 8 0 -8 -34
4945 陞達科技|半導體業|2 -20 24|85 85 30 28|1.1 11|4 -0 0 74 64
4951 精拓科|半導體業|-19 -29 3|na 79 -1 24|0.4 11|1 -3 0 -11 549
4952 凌通|半導體業|-17 -30 12|87 92 0 8|0.4 8|6 2 0 -4 7
4953 緯致|資訊服務|5 7 -9|76 76 16 49|1.1 696|17 0 0 47 -1
4958 臻鼎-KY|電子零組|-22 -29 -21|80 86 -6 -10|1.4 310|64 -8 -5 14 14
4960 誠美材|光電業|1 -3 24|89 89 6 11|0.7 34|6 -4 -0 11 -2
4961 天鈺|半導體業|-8 -12 16|76 76 -8 0|0.8 220|18 -4 0 6 26
4966 譜瑞-KY|半導體業|-39 -46 -4|68 68 -10 -8|1.0 987|56 -3 -6 -1 16
4967 十銓|半導體業|84 137 67|77 77 11 78|0.4 186|4 1 -0 -34 8
4968 立積|半導體業|-10 -13 -1|79 79 -5 21|0.4 456|13 -5 -2 3 4
4973 廣穎電通|半導體業|10 16 5|86 86 14 35|0.5 28|6 -8 0 -15 30
4974 亞泰|電子零組|13 -2 -7|99 99 10 15|0.8 14|8 9 0 21 -12
4976 佳凌|光電業|-35 -31 -13|80 80 -4 4|0.4 18|1 -0 0 -7 7
4977 眾達-KY|通信網路|-65 -50 -79|60 60 -25 -31|0.7 231|22 -9 1 9 36
4979 華星光|通信網路|174 138 14|71 71 225 174|0.1 692|7 -1 1 -5 25
4989 榮科|電子零組|-12 -10 6|84 84 10 7|0.6 16|1 0 0 14 -51
4994 傳奇|資訊服務|-17 -15 17|81 81 -10 4|0.3 10|3 3 -2 -4 26
5009 榮剛|鋼鐵工業|1 10 -13|77 77 -10 22|1.1 689|19 -2 -9 0 5
5014 建錩|鋼鐵工業|-32 -33 -15|75 78 -9 -19|0.9 6|2 -3 0 -1 -29
5203 訊連|資訊服務|7 4 -6|88 88 8 7|1.4 107|11 1 0 6 -29
5209 新鼎|其他|59 98 7|83 83 -5 115|0.5 25|3 -9 0 na 108
5210 寶碩|資訊服務|-38 -20 -7|74 77 5 10|1.2 5|1 4 0 na na
5213 亞昕|建材營造|1028 286 138|97 97 2 14|1.4 9|1 3 0 -3 -2
5222 全訊|半導體業|51 28 -3|77 77 -12 19|0.8 179|7 7 -4 -4 -13
5225 東科-KY|其他電子|-40 -28 -27|86 86 -7 37|0.3 23|54 3 0 29 -4
5227 立凱-KY|電子零組|86 127 -24|76 76 -24 -17|0.4 13|2 -0 0 na na
5234 達興材料|光電業|57 32 42|76 76 27 57|0.6 209|12 8 -2 6 -35
5236 凌陽創新|半導體業|165 54 70|89 89 44 67|1.1 77|3 -0 0 7 66
5243 乙盛-KY|光電業|-33 -18 -26|74 74 -2 10|0.3 125|55 -9 -4 -7 11
5258 虹堡|電腦及週|7 16 -22|79 79 27 46|0.4 1349|9 -1 -0 -22 -3
5263 智崴|文化創意|-1 -12 -19|78 82 2 -17|0.8 24|14 -11 0 -4 64
5269 祥碩|半導體業|24 7 10|65 65 -28 -4|0.9 861|16 -0 -6 2 20
5274 信驊|半導體業|-46 -51 -38|70 70 -19 -1|1.1 1369|53 2 -6 -21 -23
5283 禾聯碩|電器電纜|-4 4 14|93 93 4 4|0.9 11|1 8 0 -64 -33
5284 jpp-KY|其他|37 41 -7|82 82 -12 58|1.0 191|56 -3 -0 30 46
5285 界霖|半導體業|-18 -24 -8|91 91 16 12|1.3 60|2 -3 -6 6 39
5287 數字|數位雲端|13 12 0|97 97 -1 9|0.9 8|25 -20 0 34 4
5288 豐祥-KY|電機機械|-9 -6 -27|90 90 -4 3|0.6 18|62 -7 -4 -9 6
5289 宜鼎|電腦及週|-28 -30 -13|72 72 -10 33|0.8 363|30 3 -9 -1 -30
5299 杰力|半導體業|-32 -39 5|84 84 -5 -7|0.7 21|1 -6 0 -9 18
5306 桂盟|運動休閒|-37 -38 -11|91 91 3 -4|0.8 30|19 13 -2 -24 20
5309 系統電|電子零組|-19 -17 -29|73 73 -18 -20|0.8 48|1 -2 -1 5 10
5312 寶島科|生技醫療|19 34 13|89 89 14 35|0.7 16|9 -5 0 -22 20
5315 光聯|光電業|-22 -14 -10|84 84 -3 4|0.5 5|6 -26 0 -11 38
5321 美而快|數位雲端|-2 4 -11|75 75 -20 -3|0.4 11|1 -5 0 -14 -4
5328 華容|電子零組|-3 19 9|83 83 2 36|0.5 13|0 -0 0 0 na
5340 建榮|電子零組|-10 -23 -8|82 82 33 19|0.9 220|50 1 1 na 44
5347 世界|半導體業|-23 -36 -10|76 77 -15 -22|1.1 451|26 -5 -16 14 -8
5351 鈺創|半導體業|-39 -44 13|81 81 0 -13|0.5 161|7 -1 -0 -1 -3
5353 台林|通信網路|-12 -3 -24|72 72 -11 22|0.8 27|1 -4 0 4 32
5356 協益|電腦及週|-27 -23 -8|86 86 1 35|0.6 9|3 -7 0 -5 228
5371 中光電|光電業|-18 -26 -6|95 95 8 35|2.0 185|18 -3 7 20 12
5381 光譜|電機機械|342 537 338|79 79 9 223|0.5 10|0 -4 0 na na
5386 青雲|電腦及週|-8 -17 20|80 80 63 65|0.5 115|2 -3 0 49 24
5388 中磊|通信網路|-26 -9 -35|92 92 29 45|0.8 666|36 0 0 -13 2
5392 能率|光電業|-4 -8 9|92 92 16 11|0.7 25|4 -4 0 22 172
5403 中菲|資訊服務|21 8 -7|100 100 15 52|1.2 20|11 0 0 11 -3
5410 國眾|資訊服務|-25 6 -89|89 89 0 7|0.6 21|2 -3 0 14 4
5425 台半|半導體業|-13 -6 -9|73 73 -7 -6|0.7 623|10 -2 -7 -10 31
5426 振發|電腦及週|-33 -37 -34|75 75 19 3|0.2 19|1 2 0 -29 26
5432 新門|綠能環保|-1 23 -12|98 98 72 93|2.5 27|0 0 0 -2 0
5434 崇越|電子通路|-11 -11 -15|92 92 -1 9|0.5 65|30 3 -17 -0 -24
5439 高技|電子零組|53 58 33|89 89 44 78|1.1 677|8 -2 0 -19 82
5443 均豪|半導體業|-27 -37 -27|90 90 21 17|0.7 77|3 -2 0 24 141
5452 佶優|其他電子|-5 -7 16|91 91 18 65|2.8 106|7 -3 0 18 102
5457 宣德|電子零組|-13 -8 5|82 85 11 4|0.5 59|37 -2 -4 -1 6
5465 富驊|電腦及週|34 30 20|72 72 33 124|0.3 131|1 -1 0 -11 55
5469 瀚宇博|電子零組|-5 -10 6|98 98 34 62|1.2 321|15 -1 4 24 91
5471 松翰|半導體業|-15 -26 19|78 84 -5 -12|0.8 19|12 -12 0 -2 27
5474 聰泰|電腦及週|12 -23 2|64 64 46 53|0.6 273|4 -1 -0 -32 44
5475 德宏|電子零組|23 14 39|77 77 -12 2|0.5 8|0 -0 0 -22 na
5478 智冠|文化創意|8 9 -0|88 88 3 31|0.4 39|31 4 0 -34 5
5483 中美晶|半導體業|-11 -5 -15|88 88 10 -0|0.9 1394|22 -7 8 -16 78
5484 慧友|光電業|4 24 -8|68 68 17 70|0.6 14|2 1 0 na na
5488 松普|電子零組|-50 -26 -34|84 84 -0 23|1.0 6|0 -5 0 na na
5498 凱崴|電子零組|-38 -35 -12|84 84 -8 7|0.3 7|2 1 0 4 -24
5508 永信建|建材營造|620 493 363|93 93 20 40|0.8 19|2 -1 0 -12 -13
5511 德昌|建材營造|8 18 -7|89 89 60 154|0.5 60|4 -1 0 10 101
5519 隆大|建材營造|-70 -39 -103|99 99 3 12|0.8 8|3 -29 0 59 247
5522 遠雄|建材營造|-12 -56 -15|93 93 -0 3|0.3 20|7 3 -5 2 -9
5530 龍巖|其他|-2 -5 -3|86 90 -5 -6|0.7 8|56 -5 0 -14 2
5534 長虹|建材營造|-48 -46 -42|97 97 2 7|1.3 21|11 5 0 1 8
5536 聖暉*|其他電子|-32 -17 -33|77 99 13 45|0.8 37|21 6 1 0 3
5607 遠雄港|航運業|-8 -12 -8|78 78 -8 17|0.9 103|2 -8 -0 2 114
5608 四維航|航運業|-55 -54 -18|61 63 -18 -16|1.3 48|3 -2 -0 -6 6
5609 中菲行|航運業|-52 -54 -10|95 95 5 18|0.5 16|17 3 0 -9 -6
5704 老爺知|觀光餐旅|-24 6 -15|78 78 11 18|0.2 20|0 0 0 -21 6
5706 鳳凰|觀光餐旅|2959 2705 1415|65 65 19 29|0.2 298|7 -3 0 -3 73
5864 致和證|金融業|-442 269 217|74 74 36 111|1.1 75|1 2 0 13 22
5871 中租-KY|其他|14 14 -3|82 83 -6 -16|1.2 1026|72 -13 0 13 -25
5876 上海商銀|金融保險|-0 26 2|87 95 -2 -3|0.5 127|56 -6 -1 11 -18
5880 合庫金|金融保險|-8 12 -3|99 99 7 10|1.7 268|18 1 1 69 -20
5904 寶雅|居家生活|11 19 5|87 87 -2 1|0.9 131|30 -34 -3 -2 48
5905 南仁湖|觀光餐旅|2 54 29|84 84 0 3|0.2 9|2 4 0 -2 -2
6005 群益證|金融保險|26 113 77|95 95 17 31|0.7 104|18 1 -1 -4 -54
6015 宏遠證|金融業|225 158 80|90 90 28 29|1.0 24|3 1 0 2 8
6016 康和證|金融業|63 434 263|88 88 34 39|1.0 86|7 2 0 16 39
6023 元大期貨|金融業|-0 -14 -11|100 100 8 12|1.2 6|1 -5 0 -5 32
6024 群益期|金融保險|-25 -40 -34|99 99 7 22|0.8 10|2 14 -0 19 -15
6026 福邦證|金融業|5436 1861 1407|98 98 15 28|1.2 27|5 7 0 -3 -45
6101 寬魚國際|文化創意|950422 348877 257550|80 80 20 46|0.9 18|1 4 0 na na
6104 創惟|半導體業|-0 -15 24|75 77 -7 -13|0.8 295|4 -2 -0 -3 10
6111 光聚晶電|文化創意|77 67 -103|65 65 -10 23|0.3 299|14 -2 0 -7 9
6112 邁達特|資訊服務|8 12 2|81 81 6 66|0.5 344|3 -1 0 -11 33
6113 亞矽|電子通路|-61 -58 -18|52 71 -12 -23|0.5 9|1 -1 0 -1 12
6114 久威|電子零組|32 -8 20|94 94 43 33|2.6 25|2 -0 0 9 -6
6116 彩晶|光電業|-19 -25 7|90 90 6 8|0.7 282|9 7 -0 1 -42
6117 迎廣|電腦及週|-13 -11 0|77 77 62 67|0.7 53|3 0 0 -43 69
6118 建達|電子通路|-21 -26 -13|57 68 -15 -30|0.4 20|1 -1 0 -5 8
6120 達運|光電業|21 43 63|80 80 51 63|0.9 176|10 6 0 -30 1
6121 新普|電腦及週|-18 -17 -8|94 94 2 6|0.8 275|42 -41 29 -3 222
6122 擎邦|電機機械|125 156 71|96 96 37 150|0.6 119|4 2 0 -16 -6
6123 上奇|資訊服務|-9 -3 -18|93 93 3 17|0.5 7|2 -20 0 4 17
6124 業強|電子零組|-13 -10 5|64 64 21 27|0.2 41|49 -3 0 22 13
6125 廣運|電機機械|17 22 -5|67 67 152 171|1.1 1490|4 -2 0 19 87
6126 信音|電子零組|-8 -8 2|89 89 20 46|0.7 60|7 -2 0 29 42
6127 九豪|電子零組|39 18 35|84 84 -2 26|0.7 7|2 -1 0 -1 0
6128 上福|電腦及週|-6 -11 -7|92 92 3 11|1.0 7|4 -3 0 64 29
6129 普誠|半導體業|-19 -22 -25|72 80 -5 -12|1.6 29|1 -4 0 -3 34
6133 金橋|電子零組|-31 -37 -34|51 60 -19 -36|0.5 11|1 0 0 -12 -5
6138 茂達|半導體業|-13 -27 10|79 79 -4 -11|0.8 183|9 -6 1 -3 -2
6139 亞翔|其他電子|30 30 -8|96 96 32 99|1.4 297|30 -6 -0 30 -3
6140 訊達電腦|資訊服務|19 3 -5|85 85 -0 21|0.5 6|3 2 0 -3 -4
6142 友勁|通信網路|-53 -6 -73|70 70 -15 -9|0.7 15|3 -14 0 na na
6143 振曜|通信網路|34 32 -3|73 73 -12 3|1.0 97|6 7 -2 -12 -41
6146 耕興|其他電子|-7 -9 -12|96 96 8 9|0.6 55|43 -0 -10 15 13
6147 頎邦|半導體業|-5 -11 11|98 98 14 15|1.1 191|23 1 12 8 -10
6148 驊宏資|資訊服務|4 407 289|67 67 -3 171|0.3 74|2 -0 0 -8 14
6150 撼訊|電腦及週|10 29 62|65 65 9 -5|0.5 147|7 -0 0 -4 -35
6153 嘉聯益|電子零組|-34 -9 -8|74 83 -3 -7|0.7 48|10 -15 0 -0 32
6155 鈞寶|電子零組|-37 -34 -14|90 90 -1 4|1.1 12|7 1 0 8 -53
6156 松上|電子零組|-15 -26 -4|91 91 6 8|1.3 22|8 5 0 -15 -43
6158 禾昌|電子零組|1 -7 13|98 98 40 41|1.7 33|1 1 0 14 2
6160 欣技|電腦及週|-23 -18 -28|65 65 -18 41|0.2 21|8 5 0 -2 2
6161 捷波|電腦及週|-23 -21 10|78 78 27 55|0.4 100|4 -2 0 2 -18
6163 華電網|資訊服務|-6 -23 -33|64 64 -21 14|0.5 16|4 5 0 -8 -0
6165 浪凡|數位雲端|-11 -9 -8|92 92 -0 -1|0.4 8|5 0 0 5 -15
6166 凌華|電腦及週|-10 1 -13|77 77 9 6|0.3 101|13 -4 0 -14 99
6167 久正|光電業|-22 -15 -3|80 80 3 34|0.5 15|4 -2 0 3 13
6168 宏齊|光電業|-6 -21 5|85 85 -4 16|0.3 16|6 -11 -1 -18 -3
6170 統振|通信網路|27 -11 16|97 97 32 38|2.0 43|2 1 0 37 26
6173 信昌電|電子零組|6 -7 22|95 95 5 14|0.5 18|2 -1 0 1 -9
6175 立敦|電子零組|3 2 18|87 87 -4 2|0.6 10|17 -1 0 -16 -9
6176 瑞儀|光電業|-35 -12 -9|99 99 14 26|1.1 443|40 27 -9 35 -35
6177 達麗|建材營造|4664 1504 1061|97 97 0 5|2.2 11|3 -4 0 -2 3
6179 亞通|其他|-17 -11 -20|81 81 0 20|0.4 42|2 1 0 -14 -20
6180 橘子|文化創意|-18 -19 -9|78 78 -0 -19|0.4 75|28 -12 0 -35 6
6182 合晶|半導體業|-23 -22 -19|79 85 -0 -8|0.9 187|9 -10 1 -6 27
6185 幃翔|電子零組|-30 -2 -22|63 63 -19 30|1.0 19|4 -10 0 -20 52
6186 新潤|建材營造|na na na|99 99 14 40|0.9 12|2 8 0 -9 -5
6187 萬潤|半導體業|-49 -58 -9|78 78 86 72|1.2 1241|8 0 2 -51 53
6188 廣明|電腦及週|-16 -19 -16|82 82 85 111|1.2 3026|8 -1 -0 -16 19
6189 豐藝|電子通路|31 3 19|100 100 13 22|3.6 31|7 -0 0 145 356
6190 萬泰科|通信網路|-38 -38 -18|87 88 16 17|0.5 108|1 -3 0 17 40
6191 精成科|電子零組|2 -2 7|100 100 46 90|1.1 334|15 -2 5 0 9
6192 巨路|其他電子|4 1 -1|100 100 11 20|1.4 7|19 7 0 60 -5
6194 育富|電子零組|83 36 31|91 91 18 51|2.8 37|3 1 0 19 31
6196 帆宣|其他電子|-13 5 -28|93 93 15 15|0.8 194|6 -2 0 -21 98
6197 佳必琪|電子零組|5 0 -10|87 87 32 67|1.4 132|12 -4 0 1 69
6202 盛群|半導體業|-56 -54 -3|86 87 -0 -11|0.8 74|11 -13 0 -10 24
6203 海韻電|電子零組|161 82 71|94 94 47 106|1.5 343|5 1 -1 19 37
6205 詮欣|電子零組|-29 -32 -30|63 63 -12 -25|0.7 26|2 1 -2 -6 12
6206 飛捷|電腦及週|-44 -43 -4|73 94 1 2|2.0 26|10 -16 -0 -10 27
6207 雷科|電子零組|13 -29 -2|88 88 19 27|1.1 61|2 -2 0 -1 514
6209 今國光|光電業|-24 -24 -8|84 84 -5 10|0.9 11|1 -8 0 -9 3
6213 聯茂|電子零組|-6 -22 0|86 86 15 2|0.8 427|10 -4 0 28 91
6214 精誠|資訊服務|3 4 -7|93 93 24 53|0.5 299|12 -5 -0 69 161
6215 和椿|其他電子|-65 -59 -18|80 80 -1 5|0.2 6|8 -15 0 -7 28
6216 居易|通信網路|20 -9 23|94 100 12 14|1.5 11|3 17 0 -10 -20
6217 中探針|電子零組|-13 -26 -11|73 87 15 1|0.5 125|1 -2 0 -8 43
6218 豪勉|通信網路|10 25 -19|71 71 -5 43|0.5 96|3 0 0 -29 -14
6219 富旺|建材營造|2898 1290 986|100 100 28 31|1.0 8|2 5 0 -5 na
6220 岳豐|電子零組|-22 -16 5|82 100 7 10|1.3 19|3 13 0 -8 -12
6222 立軒|光電業|-85 -70 8|89 89 136 141|0.7 10|0 2 0 na na
6223 旺矽|半導體業|11 8 1|93 93 52 70|0.9 1115|14 -4 0 26 38
6224 聚鼎|電子零組|1 -1 10|83 83 -6 -8|1.0 6|9 -1 0 -9 -1
6227 茂綸|電子通路|-11 -9 -10|90 90 11 4|1.1 16|2 1 0 0 8
6230 尼得科超眾|電腦及週|-4 -6 -15|83 83 -11 25|0.9 33|90 -8 1 195 10
6231 系微|資訊服務|-5 -7 1|73 73 18 27|2.0 306|16 2 0 14 5
6233 旺玖|半導體業|-25 -17 -7|78 78 -8 8|0.4 9|2 -7 0 -2 36
6234 高僑|光電業|29 90 43|77 77 -12 35|0.3 30|11 -0 0 -12 8
6235 華孚|電腦及週|23 38 -11|69 69 24 149|0.6 2138|8 -1 -1 15 -27
6237 驊訊|半導體業|-25 -46 1|59 70 -11 -24|0.8 16|1 -4 0 -12 37
6239 力成|半導體業|-20 -25 -5|91 91 8 17|0.7 675|42 -14 15 25 6
6243 迅杰|半導體業|50 34 25|79 79 8 47|0.2 23|6 0 0 -16 6
