# 2023-02 月中(2023-02-13,上月月報甫公佈)全池量化快照(949 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
4763 材料*-KY|化學工業|58 53 -7|97 97 138 173|1.7 3399|68 -1 1 27 35
4766 南寶|化學工業|-27 -3 -25|95 95 6 6|2.0 8|15 6 0 2 -14
4768 晶呈科技|化學工業|47 54 na|na 81 5 58|0.8 210|6 1 -0 na 33
4770 上品|化學工業|20 29 -36|89 89 28 37|1.4 426|14 5 -1 5 65
4904 遠傳|通信網路|-3 -1 -5|82 89 0 -11|0.8 292|23 -24 4 -15 -29
4906 正文|通信網路|1 31 8|86 86 1 -5|0.7 36|11 -6 0 -10 -16
4908 前鼎|通信網路|-43 -17 -27|76 76 1 -14|0.6 5|5 1 0 -6 -0
4915 致伸|電子零組|-31 -16 -27|82 84 9 -15|0.7 184|60 1 1 -7 4
4916 事欣科|電腦及週|51 91 54|97 98 25 13|0.8 19|5 14 0 10 -0
4919 新唐|半導體業|-32 -15 -13|79 96 37 21|1.1 1094|9 10 4 -27 -35
4927 泰鼎-KY|電子零組|-28 -24 -22|54 95 10 5|0.5 37|16 11 0 -11 -6
4931 新盛力|電腦及週|-14 2 -89|88 88 -5 45|1.4 160|26 -1 -0 -3 15
4934 太極|光電業|31 69 13|76 92 10 -3|1.5 35|1 1 0 na na
4935 茂林-KY|光電業|-59 -40 -25|78 87 -2 -8|0.6 6|26 13 1 -15 -6
4938 和碩|電腦及週|1 -18 -26|99 100 15 4|0.5 181|33 22 -1 -10 -20
4950 金耘國際|鋼鐵工業|-72 -88 -30|73 83 -3 -8|0.8 18|0 -1 0 na na
4952 凌通|半導體業|-60 -50 -35|65 83 8 -15|1.7 13|6 12 0 -12 -8
4953 緯致|資訊服務|9 15 -12|100 100 18 13|0.5 18|12 23 3 -17 -29
4958 臻鼎-KY|電子零組|19 -8 -23|89 89 -0 -3|0.6 292|69 5 -4 -6 -14
4960 誠美材|光電業|-42 -32 -14|91 100 16 18|4.4 17|8 6 0 16 -5
4961 天鈺|半導體業|-44 -34 -19|72 95 16 20|0.8 1026|12 5 4 -27 -44
4966 譜瑞-KY|半導體業|-41 -43 -41|43 88 36 -2|1.1 1126|65 -2 -4 51 8
4967 十銓|半導體業|-24 -13 -0|59 86 11 2|1.7 7|3 10 0 -41 6
4968 立積|半導體業|-20 -9 16|54 84 22 -11|1.0 538|21 -2 0 16 -8
4974 亞泰|電子零組|-13 9 1|95 95 14 13|1.4 79|9 5 0 76 23
4976 佳凌|光電業|-7 -22 3|61 80 8 -16|0.8 10|2 18 0 -13 -25
4977 眾達-KY|通信網路|77 84 51|93 93 16 24|1.4 579|36 -3 -2 18 18
4979 華星光|通信網路|236 166 87|93 93 50 41|1.7 708|6 -2 -2 34 172
4989 榮科|電子零組|-28 -15 -2|62 87 5 1|0.5 7|2 1 0 -3 7
5009 榮剛|鋼鐵工業|18 24 -17|97 97 27 30|0.7 350|23 2 -5 3 8
5011 久陽|鋼鐵工業|-24 7 -22|60 89 13 -9|0.6 9|1 0 0 -13 4
5014 建錩|鋼鐵工業|-39 -29 -33|79 94 36 6|0.5 37|3 2 0 -5 -6
5015 華祺|鋼鐵工業|-56 -35 -40|75 75 -22 -4|0.4 15|10 -2 0 -6 5
5203 訊連|資訊服務|18 15 5|85 92 11 1|9.3 9|7 -11 0 38 42
5222 全訊|半導體業|-8 30 16|82 89 12 13|2.5 72|6 -4 1 38 -17
5225 東科-KY|其他電子|-31 -0 -36|80 80 -12 40|0.2 13|51 -7 1 -8 -0
5227 立凱-KY|電子零組|-7 65 -66|82 90 -10 38|1.1 36|20 -1 -0 na na
5234 達興材料|光電業|-23 -22 -6|61 98 24 11|1.9 11|8 -5 2 31 -18
5236 凌陽創新|半導體業|-46 -38 -2|59 93 18 -5|1.2 10|1 3 0 4 27
5243 乙盛-KY|光電業|-2 6 -11|86 89 -0 -10|0.7 51|53 15 -1 -6 -23
5245 智晶|光電業|-32 -27 -23|66 76 -9 -18|0.4 8|13 -2 0 -8 12
5251 天鉞電|光電業|-7 83 19|84 84 -5 32|0.3 15|25 4 0 -18 -11
5258 虹堡|電腦及週|10 40 -25|94 94 16 16|1.1 642|12 4 0 13 -42
5263 智崴|文化創意|8 26 19|90 90 22 6|0.9 104|15 0 -2 9 -11
5269 祥碩|半導體業|-40 -20 -6|46 89 44 2|0.8 945|17 -0 6 -20 -4
5274 信驊|半導體業|-43 0 -36|72 87 13 24|1.3 1041|57 8 3 -18 -19
5283 禾聯碩|電器電纜|-50 -20 -22|96 99 9 7|1.7 7|1 6 0 -24 -8
5284 jpp-KY|其他|49 49 13|97 97 66 74|1.6 210|65 1 -0 18 70
5285 界霖|半導體業|-25 -19 -16|75 85 20 -13|2.8 36|2 -0 3 5 7
5288 豐祥-KY|電機機械|-19 14 -23|94 94 7 14|0.5 15|63 4 -0 17 4
5289 宜鼎|電腦及週|-19 -13 -12|96 97 12 12|0.9 31|33 3 2 12 -27
5299 杰力|半導體業|-51 -49 -31|71 95 27 2|0.8 38|2 5 0 -27 -26
5306 桂盟|運動休閒|-45 -39 -27|68 94 7 2|0.8 19|20 32 3 -36 -7
5309 系統電|電子零組|35 30 -11|92 97 10 8|1.8 119|3 3 2 na 7
5315 光聯|光電業|-5 5 9|100 100 12 18|3.0 7|7 11 0 4 -28
5321 美而快|數位雲端|7 17 2|66 94 26 12|0.6 241|0 -1 0 15 24
5340 建榮|電子零組|3 6 10|90 90 73 52|2.6 43|49 1 -1 na na
5347 世界|半導體業|-23 -30 -45|74 96 40 26|0.9 1006|29 6 1 5 1
5351 鈺創|半導體業|-70 -68 -46|55 92 22 -1|0.7 317|8 0 0 8 4
5353 台林|通信網路|-3 15 -18|72 72 -3 7|0.7 21|1 -2 0 -6 -1
5371 中光電|光電業|-36 -32 -30|85 90 12 -8|0.8 116|18 8 0 -3 -9
5386 青雲|電腦及週|-73 -56 -66|84 94 6 -3|0.2 6|1 2 0 -18 -7
5388 中磊|通信網路|20 27 -19|77 82 5 -21|0.6 200|27 -1 1 7 -8
5403 中菲|資訊服務|-24 -4 -11|100 100 10 14|1.3 6|5 3 0 -6 -12
5410 國眾|資訊服務|25 47 -45|88 88 4 30|0.2 16|6 1 0 -7 61
5425 台半|半導體業|-8 3 -15|93 93 16 10|0.9 757|15 7 3 -17 -43
5434 崇越|電子通路|0 6 -16|99 99 9 5|1.2 42|31 5 -3 12 -2
5439 高技|電子零組|7 17 21|99 99 35 36|2.8 30|3 6 3 52 -24
5443 均豪|半導體業|-15 8 6|91 91 9 12|0.4 12|3 10 -2 -25 -31
5457 宣德|電子零組|-44 -40 -44|74 80 -2 -9|0.4 25|38 15 -5 -3 -2
5469 瀚宇博|電子零組|-22 -24 -8|79 93 -2 7|0.6 22|11 7 0 -13 0
5471 松翰|半導體業|-52 -51 -7|65 89 10 -9|0.4 23|13 21 -0 -27 -17
5475 德宏|電子零組|-44 -46 16|44 84 1 3|2.9 7|1 1 0 -29 -37
5478 智冠|文化創意|24 19 23|91 99 12 9|1.3 13|31 8 0 -6 -6
5483 中美晶|半導體業|12 13 -6|80 96 19 2|0.7 518|27 13 0 -13 -32
5508 永信建|建材營造|-63 -66 -46|81 84 -4 -11|1.2 6|1 8 0 -22 -3
5522 遠雄|建材營造|-19 -39 -27|94 95 15 -5|0.4 20|7 -9 9 -11 4
5530 龍巖|其他|-38 -21 -29|79 90 3 -7|0.8 9|57 7 0 -24 10
5534 長虹|建材營造|-95 16 -478|99 99 5 2|1.0 13|12 20 0 -7 18
5536 聖暉*|其他電子|-10 18 -21|53 53 19 -40|1.8 58|15 12 0 18 277
5603 陸海|航運業|-12 -17 -17|56 69 10 -20|0.5 5|8 9 0 -2 -10
5607 遠雄港|航運業|-26 -14 -37|82 91 1 0|0.6 20|2 27 -2 -18 -12
5608 四維航|航運業|-40 -37 -61|51 73 1 -26|0.3 73|4 -1 0 -12 13
5609 中菲行|航運業|-54 -49 -55|75 89 10 -11|0.9 17|17 12 0 -20 -1
5704 老爺知|觀光餐旅|15 2 -153|93 93 25 52|0.7 17|6 10 0 -38 5
5706 鳳凰|觀光餐旅|2394 1038 776|89 91 20 4|0.5 50|2 4 0 -12 -4
5871 中租-KY|其他|20 19 -1|92 97 40 4|0.4 952|76 10 1 13 -30
5876 上海商銀|金融保險|25 27 7|90 91 4 -9|0.5 152|54 15 6 -11 -11
5880 合庫金|金融保險|23 18 18|93 97 4 -2|0.6 262|19 7 -1 3 -11
5903 全家|居家生活|11 10 1|86 99 10 9|0.8 8|53 5 -9 24 9
5904 寶雅|居家生活|21 15 -0|98 98 14 23|0.8 261|29 1 0 43 -0
5905 南仁湖|觀光餐旅|51 6 -49|80 93 6 3|0.7 14|2 -3 0 -10 15
5907 大洋-KY|貿易百貨|-18 -33 -14|93 93 28 17|0.4 6|53 1 0 2 -28
6005 群益證|金融保險|78 11 36|81 96 14 -2|1.6 27|17 24 0 -13 -8
6024 群益期|金融保險|-31 1 -12|99 99 9 7|1.0 6|1 1 0 31 3
6026 福邦證|金融業|-12 -50 43|65 86 1 -8|0.8 6|2 17 0 5 -23
6104 創惟|半導體業|-68 -53 -51|37 87 31 -3|1.0 720|5 -1 0 17 17
6109 亞元|通信網路|-19 -13 -22|94 94 20 38|0.5 24|9 9 0 -3 2
6111 光聚晶電|文化創意|-49 188 -92|81 87 23 -3|0.3 112|17 1 0 -9 -0
6116 彩晶|光電業|-55 -42 -4|72 92 1 13|1.5 90|8 11 -1 -19 -12
6118 建達|電子通路|-19 -11 -13|82 82 15 -14|0.8 149|0 -0 0 -3 9
6121 新普|電腦及週|-14 -4 -4|98 98 12 10|0.9 103|48 7 -1 -36 -34
6122 擎邦|電機機械|20 33 -8|98 100 18 3|0.6 14|4 5 0 -5 -18
6123 上奇|資訊服務|-17 7 -4|98 98 15 13|4.1 7|3 4 0 57 9
6125 廣運|電機機械|-6 6 -27|79 79 6 -12|1.0 29|5 -2 0 -4 -14
6129 普誠|半導體業|-9 11 -6|80 80 11 -15|1.6 93|1 0 -0 2 -8
6133 金橋|電子零組|-7 -11 -43|80 80 -11 9|0.2 54|3 -1 0 6 2
6138 茂達|半導體業|-50 -49 -40|61 93 37 9|2.5 290|16 4 5 4 -22
6139 亞翔|其他電子|-19 4 -44|92 92 31 27|0.6 77|26 7 1 2 9
6142 友勁|通信網路|94 63 9|100 100 22 7|2.7 9|3 4 0 na na
6143 振曜|通信網路|11 18 3|95 95 30 37|0.9 195|10 -2 0 6 -15
6146 耕興|其他電子|1 3 -12|89 89 12 2|2.3 69|45 -15 11 31 46
6147 頎邦|半導體業|-37 -25 -10|97 98 14 13|1.4 120|21 23 4 -12 -29
6150 撼訊|電腦及週|-45 -59 -21|56 96 23 19|0.3 129|10 1 0 -6 4
6153 嘉聯益|電子零組|-49 -28 -27|80 80 -18 -5|0.3 60|13 2 0 -7 14
6155 鈞寶|電子零組|-38 -25 -19|94 95 7 8|0.6 7|2 6 0 -7 -21
6160 欣技|電腦及週|35 10 17|91 97 26 6|0.9 5|3 5 0 -23 -24
6163 華電網|資訊服務|8 48 30|83 96 5 1|0.9 6|2 5 0 -6 -0
6166 凌華|電腦及週|4 10 -9|100 100 22 8|2.1 8|10 20 0 6 -9
6173 信昌電|電子零組|-37 -37 -4|68 90 13 -5|0.8 9|1 1 3 -37 1
6175 立敦|電子零組|-35 -22 -10|78 94 35 10|0.9 10|17 -1 0 -3 -5
6176 瑞儀|光電業|-29 -19 -21|95 95 4 3|0.7 168|36 -15 2 -12 29
6177 達麗|建材營造|-87 -93 -6835|99 99 13 11|0.6 10|4 11 1 -12 -3
6180 橘子|文化創意|7 -0 1|100 100 57 50|1.8 320|35 11 0 98 38
6182 合晶|半導體業|-11 -3 -24|58 84 7 -10|1.3 213|14 9 -0 -7 -18
6186 新潤|建材營造|na na na|96 96 36 46|0.3 17|2 -9 0 6 92
6187 萬潤|半導體業|-53 -37 -20|47 76 12 -13|0.4 24|3 12 -3 -2 -19
6188 廣明|電腦及週|-17 -5 -13|100 100 21 16|2.8 103|8 9 0 8 14
6189 豐藝|電子通路|-36 -32 -15|93 99 7 1|1.5 10|6 16 0 39 -5
6190 萬泰科|通信網路|-40 -28 -41|73 73 -5 -21|0.9 28|1 -4 0 -6 14
6191 精成科|電子零組|-23 -21 -8|83 95 1 0|0.8 19|8 17 1 -4 -17
6192 巨路|其他電子|-21 -7 -10|90 93 5 -3|1.0 6|19 -28 0 7 1
6196 帆宣|其他電子|20 19 -26|80 98 25 10|0.6 108|7 8 -0 -17 -32
6197 佳必琪|電子零組|-15 -5 -15|96 99 14 13|0.9 15|9 13 -0 11 -9
6202 盛群|半導體業|-61 -49 -31|67 97 11 1|1.2 100|18 9 1 -12 -40
6205 詮欣|電子零組|3 3 -15|89 95 -0 7|1.8 140|6 8 -1 17 -20
6206 飛捷|電腦及週|-53 -52 -59|71 81 2 -17|0.7 14|13 3 0 -5 -22
6213 聯茂|電子零組|-37 -20 -5|60 91 11 14|0.7 138|11 4 -4 12 -12
6214 精誠|資訊服務|18 22 6|95 99 15 4|0.6 16|11 18 0 -26 13
6215 和椿|其他電子|-59 -41 -29|94 94 26 5|2.8 22|6 -1 0 -11 56
6217 中探針|電子零組|-43 -29 -36|72 75 10 -25|1.9 47|1 1 0 4 -14
6220 岳豐|電子零組|-40 -36 -26|74 74 -5 -6|0.3 17|2 -1 0 -11 7
6223 旺矽|半導體業|-5 -1 -14|92 92 29 25|0.9 280|16 3 -1 -24 7
6224 聚鼎|電子零組|-25 -13 -9|58 95 14 -1|0.7 8|8 9 0 -16 -21
6227 茂綸|電子通路|-26 -4 -8|96 96 11 15|1.4 14|2 6 0 -15 22
6230 尼得科超眾|電腦及週|22 4 -8|76 93 11 12|2.9 5|89 -20 0 11 -3
6231 系微|資訊服務|-23 -13 -19|91 92 26 35|3.4 60|15 1 0 26 29
6233 旺玖|半導體業|-27 -10 -7|68 83 10 -7|0.7 10|3 8 0 -22 -32
6234 高僑|光電業|-20 33 -30|90 90 24 19|0.7 13|12 4 0 -12 -1
6235 華孚|電腦及週|34 37 -13|97 97 44 29|5.2 219|13 6 0 6 -6
6237 驊訊|半導體業|-50 -32 16|58 82 13 -13|0.6 27|2 4 0 -4 2
6239 力成|半導體業|-31 -24 -21|95 98 14 0|0.6 159|41 7 1 -22 1
6243 迅杰|半導體業|-8 -2 11|58 91 14 -4|1.9 5|2 3 0 9 -8
6244 茂迪|光電業|-19 7 19|84 93 16 1|0.5 83|16 -0 -2 8 11
6245 立端|通信網路|33 34 2|98 98 57 58|1.3 721|20 -5 -1 45 98
6257 矽格|半導體業|-19 -9 -19|91 99 8 1|0.7 49|20 22 3 -12 -18
6261 久元|半導體業|-17 -22 -8|78 93 6 -5|1.0 8|3 -3 0 -15 -3
6266 泰詠|電子零組|57 35 2|100 100 37 22|6.0 13|4 2 0 62 18
6269 台郡|電子零組|-5 -17 -31|87 87 -3 2|1.0 105|34 -8 -0 -4 3
6271 同欣電|半導體業|-15 -11 -10|76 97 26 12|0.8 330|34 -2 4 -23 57
6274 台燿|電子零組|-41 -28 -12|67 92 19 8|0.9 254|31 -3 3 -3 42
6277 宏正|電腦及週|12 2 -4|100 100 8 9|3.4 6|12 -32 0 66 21
6278 台表科|光電業|-60 -30 -29|68 82 -1 -13|1.6 131|16 -1 0 20 6
6279 胡連|電子零組|2 23 -8|85 85 -1 8|0.5 222|11 6 -3 5 -17
6282 康舒|電子零組|-14 -11 -26|97 97 27 23|3.8 728|10 2 3 57 -7
6283 淳安|其他電子|-68 -52 -18|73 78 -2 -6|0.3 5|18 18 0 -8 -17
6284 佳邦|電子零組|-27 -16 -9|89 96 18 12|0.7 21|2 4 0 2 -15
6285 啟碁|通信網路|12 32 -8|93 93 4 6|0.6 240|26 3 -4 -5 14
6288 聯嘉|汽車工業|-8 -3 -7|80 96 15 7|1.1 11|3 2 0 3 -5
6290 良維|電子零組|-21 -20 -16|100 100 15 11|2.6 61|8 14 -0 33 10
6409 旭隼|其他電子|-8 6 -27|88 88 9 -7|0.7 235|68 4 2 0 1
6411 晶焱|半導體業|-39 -57 -26|58 96 29 11|4.6 86|11 -1 0 29 24
6412 群電|電子零組|-27 -15 -15|96 99 9 6|1.0 13|14 23 8 4 -29
6414 樺漢|電腦及週|23 27 1|95 99 17 -0|0.8 165|18 8 -3 23 -11
6415 矽力*-KY|半導體業|-46 -33 -40|66 92 49 5|1.3 1435|92 2 2 -25 16
6416 瑞祺電通|通信網路|-15 -4 -11|89 89 12 -3|0.3 10|2 -4 2 -8 -1
6426 統新|通信網路|-60 -35 -55|69 69 3 -21|0.5 8|9 -2 0 4 7
6435 大中|半導體業|-51 -48 -40|69 86 6 -12|1.5 17|1 4 0 4 -10
6438 迅得|其他電子|22 20 2|79 97 21 5|1.1 26|13 5 0 2 -22
6441 廣錠|電腦及週|11 11 50|92 92 61 56|3.3 48|4 3 0 -7 10
6442 光聖|通信網路|-25 -10 -14|71 71 11 -23|0.4 14|32 5 0 7 11
6443 元晶|光電業|-3 18 -24|77 88 8 2|0.6 428|18 2 2 -4 -4
6446 藥華藥|生技醫療|259 141 -421|82 83 4 -6|0.8 550|15 11 -4 na 93
6451 訊芯-KY|半導體業|45 44 10|91 91 2 7|0.8 25|63 -6 0 -7 41
6456 GIS-KY|光電業|-26 -19 -18|89 89 -3 10|0.7 127|54 -7 -12 -17 16
6457 紘康|半導體業|-69 -62 -18|40 79 1 -16|0.7 7|1 4 0 -25 -2
6461 益得|生技醫療|-48 -66 -60|70 70 5 5|0.2 14|1 2 0 -29 -13
6462 神盾|半導體業|-11 -2 -5|75 93 28 -7|3.6 8|11 13 0 4 -21
6469 大樹|生技醫療|18 22 -6|98 98 16 11|0.9 107|12 11 -7 -10 -35
6470 宇智|通信網路|19 16 -37|78 84 19 -13|1.2 21|9 -2 -1 7 -6
6472 保瑞|生技醫療|400 367 214|98 98 67 118|2.1 1226|19 5 1 -25 -30
6477 安集|光電業|-65 -28 -160|69 77 4 -16|0.3 51|1 2 0 -4 -17
6485 點序|半導體業|-41 -33 -29|52 88 9 -7|1.1 33|8 7 0 -1 -9
6488 環球晶|半導體業|14 13 -3|70 96 36 10|0.7 1120|27 16 2 -38 -13
6491 晶碩|生技醫療|4 7 -6|88 93 43 9|0.7 352|17 12 -5 -34 -15
6492 生華科|生技醫療|0 na na|54 85 30 2|0.4 11|5 13 0 na na
6494 九齊|半導體業|-70 -54 -32|53 93 22 -5|1.3 14|6 -1 0 -6 -1
6505 台塑化|油電燃氣|-5 0 -33|85 95 -1 -1|0.6 159|7 3 -1 -29 -5
6508 惠光|農業科技|-48 -51 -67|62 76 3 -13|0.5 7|2 1 0 -5 -6
6509 聚和|化學工業|-19 -11 -23|76 99 27 10|3.7 32|4 -0 0 0 -11
6510 精測|半導體業|-14 -13 -18|94 97 44 32|2.0 100|8 -4 -1 -4 -6
6515 穎崴|半導體業|36 68 -4|98 98 65 42|1.9 271|19 5 5 13 3
6523 達爾膚|生技醫療|-31 -6 13|92 92 16 33|0.3 22|8 21 0 -24 -5
6525 捷敏-KY|半導體業|-25 -14 -21|80 90 8 -3|1.4 9|13 -1 1 -18 -4
6531 愛普*|半導體業|-64 -58 -31|61 91 44 22|1.7 1045|17 3 -0 8 1
6532 瑞耘|半導體業|23 25 -8|87 87 1 22|0.3 15|5 10 -1 -19 -5
6533 晶心科|半導體業|11 25 -2|95 95 38 93|1.1 2181|34 1 -0 -3 -11
6535 順藥|生技醫療|2926 951 -310|93 93 19 20|0.9 15|0 2 0 na na
6538 倉和|電子零組|4 6 -9|85 93 21 9|3.5 6|5 5 0 -8 -23
6541 泰福-KY|生技醫療|135 205 na|66 91 67 -0|2.8 28|32 2 0 na na
6546 正基|通信網路|-71 -57 na|na 58 9 -36|2.2 31|1 -2 0 76 51
6547 高端疫苗|生技醫療|-100 -99 na|37 46 2 -48|1.0 162|7 -0 0 13 -3
6548 長科*|半導體業|-22 -16 -27|32 38 14 -53|1.9 27|5 -9 0 10 13
6550 北極星藥業-KY|生技醫療|-63 -84 na|na 46 4 -19|0.5 437|67 1 0 na 52
6556 勝品|光電業|-12 -2 -12|80 80 19 99|2.9 9|0 0 0 na na
6561 是方|通信網路|6 9 -0|97 99 3 2|1.8 11|13 -2 -7 -9 12
6568 宏觀|半導體業|51 67 34|63 88 37 35|0.8 78|6 2 0 0 -3
6570 維田|電腦及週|-21 -5 -29|85 85 6 8|1.1 13|3 10 0 -5 -47
6576 逸達|生技醫療|8947 5520 -14833|80 97 46 4|1.0 38|32 1 -4 na na
6579 研揚|電腦及週|3 -1 -38|98 99 18 4|0.8 7|3 3 0 -2 22
6581 鋼聯|綠能環保|46 36 -24|84 93 9 9|1.0 6|2 -1 1 5 -3
6582 申豐|橡膠工業|-75 -55 21|47 80 13 -15|0.7 11|17 14 0 -15 -9
6585 鼎基|其他|-8 -7 na|na 87 24 -12|1.5 7|10 3 0 47 39
6589 台康生技|生技醫療|-68 -24 -13|78 78 19 39|1.0 502|7 -5 -0 20 82
6591 動力-KY|電腦及週|-58 -32 -17|71 91 9 1|1.0 6|23 1 0 2 5
6592 和潤企業|其他|20 21 -6|92 100 16 5|1.8 49|27 -1 0 -0 -3
6598 ABC-KY|生技醫療|44 20 -25|49 83 7 1|0.5 5|32 0 0 0 -4
6603 富強鑫|電機機械|-43 -1 -6|91 91 0 8|1.3 14|2 4 0 1 5
6605 帝寶|汽車工業|4 2 -5|97 97 12 1|2.0 40|17 -5 0 22 26
6609 瀧澤科|電機機械|19 34 10|96 96 30 17|0.9 53|56 3 0 11 61
6612 奈米醫材|生技醫療|22 19 -12|90 90 66 59|1.4 48|28 1 0 354 20
6613 朋億*|其他電子|-6 16 -22|59 59 20 -36|2.5 18|4 23 0 28 30
6625 必應|其他|-37 51 -218|89 89 48 58|4.2 13|4 4 0 7 -4
6643 M31|半導體業|12 23 -11|96 96 56 88|1.4 1581|19 0 1 -1 20
6649 台生材|生技醫療|-48 1114 719|89 89 18 48|1.6 16|4 4 0 na na
6664 群翊|電子零組|2 14 -8|96 96 14 19|0.6 15|6 5 -2 -2 -1
6666 羅麗芬-KY|生技醫療|-69 -49 -44|91 91 11 50|0.8 25|78 10 0 -9 1
6667 信紘科|其他電子|-10 3 -36|76 78 4 -7|0.5 6|2 3 0 -4 -0
6668 中揚光|光電業|-4 17 16|77 89 12 -8|1.7 7|21 3 0 -4 -9
6669 緯穎|電腦及週|29 44 -8|80 87 -3 12|0.9 1089|33 -1 -3 49 -44
6670 復盛應用|運動休閒|-10 20 -22|99 99 15 16|1.1 100|26 7 -2 11 21
6672 騰輝電子-KY|電子零組|-39 -35 -6|70 96 23 18|0.7 23|25 18 0 -12 -33
6679 鈺太|半導體業|-61 -54 -27|58 93 42 16|0.6 271|6 -3 7 -6 16
6683 雍智科技|半導體業|7 -0 -3|75 84 26 12|1.4 36|12 7 -5 na 6
6689 伊雲谷|數位雲端|-1 2 na|na na 48 na|1.5 118|15 -2 0 na na
6690 安碁資訊|數位雲端|18 54 -32|100 100 38 28|3.6 5|0 1 0 na na
6691 洋基工程|其他電子|12 23 -14|98 98 36 45|2.5 31|2 14 0 176 41
6695 芯鼎|半導體業|-16 -31 na|na na 39 na|0.5 12|0 -0 0 na na
6703 軒郁|生技醫療|42 54 25|91 91 23 17|1.0 6|12 9 0 na na
6706 惠特|光電業|-78 -78 -50|40 76 13 -20|0.7 40|8 12 0 -2 -23
6712 長聖|生技醫療|-37 -2 -42|88 88 21 29|1.8 295|5 2 -0 12 -10
6715 嘉基|電子零組|-23 14 -29|77 82 8 -16|0.9 26|2 -1 -0 -2 9
6719 力智|半導體業|-55 -46 -46|36 91 27 6|1.5 1032|8 3 3 98 -12
6732 昇佳電子|半導體業|-44 -34 -4|66 92 28 6|2.2 75|11 2 4 15 -7
6741 91APP*-KY|數位雲端|5 13 -1|47 96 44 25|0.8 274|62 2 -1 6 20
6743 安普新|其他電子|-57 -49 -33|57 99 37 20|1.5 5|3 13 0 7 -18
6747 亨泰光|生技醫療|-19 -4 -16|75 96 27 -4|2.3 20|7 -9 0 na na
6752 叡揚|資訊服務|31 29 7|100 100 46 56|4.4 5|1 1 0 na na
6756 威鋒電子|半導體業|-68 -60 -43|44 79 16 -12|0.8 100|4 1 0 2 6
6763 綠界科技*|數位雲端|-2 5 -1|na 91 42 7|2.7 81|5 -7 1 na 1200
6768 志強-KY|運動休閒|-13 9 -89|76 76 -3 -3|0.3 20|78 -10 -1 -9 16
6770 力積電|半導體業|-43 -39 -51|52 93 4 -4|0.7 725|19 9 1 -4 -21
6781 AES-KY|電子零組|-19 -6 -32|51 75 28 -18|1.2 843|74 -1 5 -22 3
6788 華景電|半導體業|-10 20 -11|62 90 38 12|1.5 272|3 1 0 33 16
6789 采鈺|半導體業|-18 -19 na|na 74 24 -23|1.1 426|10 5 -0 na 12
6792 詠業|通信網路|-34 -23 -9|54 75 6 -13|1.2 5|2 7 0 -16 6
6796 晉弘|生技醫療|-9 -8 na|na 78 42 -13|3.8 6|22 1 0 na na
6799 來頡|半導體業|-34 -28 na|na 89 29 -4|4.9 25|10 2 0 na na
6803 崑鼎|綠能環保|19 22 2|96 96 7 7|2.4 8|2 12 -6 0 -11
6806 森崴能源|綠能環保|286 67 -54|80 97 42 19|1.3 368|1 -0 -3 6 21
6811 宏碁資訊|數位雲端|10 12 na|na 90 12 3|2.1 6|1 13 0 na 0
6829 千附精密|半導體業|-51 -22 -26|na 92 17 7|1.0 11|2 10 9 -16 -10
6830 汎銓|其他電子|0 7 na|na na 45 na|2.6 32|0 1 2 na na
6854 錼創科技-KY創|半導體業|42 37 na|na na 5 na|1.0 5|47 -6 0 na na
8016 矽創|半導體業|-45 -41 -21|85 95 17 18|1.3 379|30 17 2 -19 -22
8027 鈦昇|電機機械|-50 -24 -51|66 71 -0 -19|0.6 7|6 5 0 -0 -8
8028 昇陽半導體|半導體業|0 7 -2|81 81 12 -15|0.3 96|14 5 -0 -5 -14
8033 雷虎|其他|20 19 21|96 96 34 173|1.3 135|2 -0 -0 na na
8038 長園科|電子零組|429 1049 639|94 94 8 14|1.8 60|3 -0 0 na na
8040 九暘|半導體業|-21 -11 -25|76 84 -9 9|0.3 25|2 5 0 6 -8
8043 蜜望實|電子零組|-33 -29 -23|96 96 8 12|1.0 6|1 3 0 7 7
8044 網家|數位雲端|-17 -7 -1|53 91 23 7|0.9 187|14 0 3 -12 3
8046 南電|電子零組|-22 7 -13|44 75 6 -11|0.4 1686|9 1 -2 -4 -18
8049 晶采|光電業|-9 22 3|97 97 21 30|1.2 40|9 10 -2 2 -7
8050 廣積|電腦及週|6 43 22|92 92 11 15|0.7 361|7 2 -8 -8 8
8054 安國|半導體業|-6 3 -10|55 84 3 -14|2.2 11|2 3 0 -10 -13
8069 元太|光電業|10 24 -36|79 79 -3 -1|0.6 3657|37 -0 3 -15 -1
8070 長華*|電子通路|-27 -21 -25|91 95 7 -3|1.4 15|10 8 1 -5 3
8076 伍豐|電腦及週|-12 -13 -17|82 82 11 -1|0.6 21|4 15 0 -6 -25
8081 致新|半導體業|-31 -27 -14|73 99 25 16|1.6 190|20 6 1 -10 -9
8084 巨虹|電子通路|36 50 12|72 72 -4 18|0.3 27|0 -0 0 na na
8085 福華|其他電子|-33 -12 -9|85 85 8 7|0.3 6|1 4 0 -6 16
8086 宏捷科|半導體業|-52 -62 -7|67 93 22 1|0.6 145|8 0 1 -5 4
8088 品安|半導體業|-14 -14 -12|97 97 12 21|0.9 12|11 10 0 3 1
