# 2025-04 月中(2025-04-11,上月月報甫公佈)全池量化快照(1174 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)
8937 合騏*|其他|-18 -16 -21|55 55 -31 30|1.3 86|1 3 0 -25 -6
8938 明安|運動休閒|32 27 11|77 81 -11 -18|2.1 44|7 2 -0 -28 12
8942 森鉅|其他|8 21 30|75 80 -7 -17|2.8 9|14 5 0 -55 -23
8996 高力|電機機械|57 31 24|39 55 -37 -44|0.6 265|19 1 -1 -31 -14
9802 鈺齊-KY|運動休閒|76 45 31|61 61 -20 -24|0.5 124|50 4 3 -43 -2
9904 寶成|運動休閒|4 5 -4|69 69 -18 -15|1.5 370|50 4 -0 -23 21
9906 欣巴巴|建材營造|-100 108071 -9449|39 60 -27 -41|1.5 37|3 -8 -0 -48 21
9907 統一實|其他|29 23 -10|89 89 10 -3|2.2 65|19 16 1 -29 -6
9908 大台北|油電燃氣|-1 2 5|96 98 1 0|3.4 5|1 -6 0 28 -17
9910 豐泰|運動休閒|-2 1 0|63 71 -23 -28|1.7 104|12 -2 -2 -42 3
9911 櫻花|居家生活|13 15 1|90 95 3 1|3.1 51|20 2 1 -11 -8
9914 美利達|運動休閒|7 34 5|52 61 -13 -39|1.4 337|33 -5 -1 -43 10
9917 中保科|其他|11 8 3|77 81 -8 -15|2.5 63|41 -31 11 -44 -11
9919 康那香|其他|-1 -0 -2|63 69 -21 -22|0.3 7|5 21 0 -9 -5
9921 巨大|運動休閒|-5 8 8|51 60 -11 -39|1.0 285|28 -6 0 -55 28
9924 福興|居家生活|-6 -6 6|75 78 -12 -23|2.3 10|13 -1 -2 -11 -11
9927 泰銘|其他|-2 4 10|88 89 8 2|2.1 37|9 9 0 -45 -44
9930 中聯資源|綠能環保|21 18 6|93 95 1 3|3.3 9|3 3 0 -66 -4
9933 中鼎|其他|-24 -24 -27|71 84 -1 -17|1.5 43|14 -12 0 -26 -10
9934 成霖|居家生活|14 2 1|55 65 -16 -36|2.1 11|18 -9 0 -15 32
9935 慶豐富|居家生活|-5 7 -9|66 66 -19 -32|0.9 13|9 -2 0 -23 1
9937 全國|油電燃氣|-0 -1 1|93 93 -3 -6|0.3 5|2 -10 0 -15 15
9938 百和|其他|17 24 -2|63 63 -25 -31|1.1 71|26 -5 -5 -33 -5
9939 宏全|其他|13 14 4|83 87 1 -9|2.5 215|19 -14 18 -51 28
9940 信義|其他|-26 -29 -20|79 89 -0 -8|2.8 6|6 -9 1 -38 2
9941 裕融|其他|-3 -6 -3|67 72 -10 -29|1.1 74|5 3 -3 -28 -0
9942 茂順|其他|3 3 17|79 88 -6 -9|2.6 11|4 -4 0 -15 -16
9945 潤泰新|其他|-6 7 -12|61 67 -24 -33|1.5 253|13 -4 1 -8 32
9946 三發地產|建材營造|-92 -11 -96|36 67 -24 -35|2.5 10|4 -8 0 -25 9
9955 佳龍|綠能環保|72 9 -2|64 70 -17 -30|0.7 19|1 -1 0 -35 4
9958 世紀鋼|鋼鐵工業|19 29 33|42 65 -6 -30|1.1 460|11 1 1 -20 -8
