# 2023-08-01 全池(1185 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)|PB位 PE位 殖(PB/PE 三年分位%,高=貴;殖利率%)|益前→新(前一→最新已公佈季累計營益率%)
2885 元大金|金融保險|23 7 17|100 100 13 13|1.0 437|25 15 -3 -4 -59|PB位76 PE位100 殖3.8|益na→na
2886 兆豐金|金融保險|109 60 41|100 100 19 24|0.8 745|21 -5 7 -18 -3|PB位99 PE位94 殖3.2|益na→na
2887 台新新光金|金融保險|19 22 13|100 100 12 21|1.3 388|25 -0 0 2 -27|PB位79 PE位71 殖5.1|益na→na
2889 國票金|金融保險|116 32 43|89 89 -1 -7|1.1 57|10 -8 -0 -10 1|PB位39 PE位92 殖0.0|益na→na
2890 永豐金|金融保險|29 18 12|100 100 10 9|1.0 377|26 -14 14 -15 10|PB位90 PE位100 殖4.3|益na→na
2891 中信金|金融保險|8 -11 37|99 99 14 17|1.1 883|37 -13 8 11 31|PB位80 PE位99 殖3.8|益na→na
2892 第一金|金融保險|15 3 -8|100 100 8 12|1.2 343|24 2 -1 312 -41|PB位98 PE位77 殖3.8|益na→na
2897 王道銀行|金融保險|23 20 -21|100 100 4 9|1.5 41|8 4 1 -5 -5|PB位83 PE位3 殖3.8|益na→na
2903 遠百|貿易百貨|10 16 7|95 95 1 7|0.6 35|11 -18 -4 6 26|PB位30 PE位11 殖5.0|益12.4→17.8
2905 三商|貿易百貨|-14 71 46|85 87 -3 -6|0.7 6|5 -28 0 -57 13|PB位44 PE位na 殖0.0|益na→na
2906 高林|貿易百貨|-5 -20 -11|91 94 10 -0|0.7 23|2 5 0 -10 -14|PB位78 PE位47 殖3.3|益5.0→4.3
2912 統一超|貿易百貨|9 9 -2|96 96 -1 5|0.9 305|29 -25 5 49 -43|PB位13 PE位45 殖3.2|益4.2→4.6
2913 農林|貿易百貨|35 14 10|100 100 27 40|4.9 101|10 7 -0 9 -6|PB位100 PE位na 殖0.0|益-41.0→-42.2
2915 潤泰全|貿易百貨|-33 -19 -18|87 92 8 -8|0.7 127|8 -11 10 7 13|PB位71 PE位100 殖3.2|益2.0→4.3
2916 滿心|居家生活|57 56 16|94 94 39 78|0.3 10|24 6 3 -13 3|PB位98 PE位73 殖6.0|益13.3→14.8
2929 淘帝-KY|貿易百貨|-24 -23 -7|52 64 -17 -38|0.6 6|18 -2 0 0 -3|PB位25 PE位26 殖0.0|益-5.4→-1.6
3003 健和興|電子零組|-13 -13 -4|89 89 1 10|0.7 100|3 -8 -6 7 26|PB位49 PE位45 殖2.6|益20.3→18.2
3004 豐達科|鋼鐵工業|37 49 -11|84 84 4 32|1.5 37|3 6 0 10 -3|PB位96 PE位49 殖1.0|益5.8→12.8
3005 神基|電腦及週|-8 33 15|90 90 5 53|0.6 272|34 3 -2 19 -5|PB位88 PE位92 殖5.7|益9.5→9.5
3006 晶豪科|半導體業|-40 -40 8|84 84 7 -3|0.7 227|11 -1 -2 -9 20|PB位48 PE位na 殖2.3|益4.9→-13.7
3008 大立光|光電業|-21 -15 -15|91 91 11 1|0.7 1698|37 -2 2 -27 130|PB位28 PE位61 殖3.9|益42.8→35.8
3010 華立|電子通路|-12 -12 -1|92 97 -1 -1|0.4 16|11 -4 1 -8 -10|PB位9 PE位65 殖7.5|益3.6→3.0
3011 今皓|電子零組|-19 -19 6|92 92 8 80|1.3 63|3 -1 -0 na na|PB位99 PE位na 殖0.0|益-1.9→-15.9
3013 晟銘電|電腦及週|-13 5 -20|78 78 92 127|1.1 679|6 -2 0 -10 14|PB位98 PE位88 殖0.7|益2.0→3.2
3014 聯陽|半導體業|47 26 45|96 96 65 91|3.1 458|27 4 4 116 103|PB位98 PE位99 殖4.0|益25.9→29.3
3015 全漢|電子零組|-4 -4 3|93 93 9 36|0.5 25|13 3 1 -2 -54|PB位74 PE位81 殖7.7|益3.6→3.5
3016 嘉晶|半導體業|-29 -30 -20|73 86 7 -14|0.8 105|1 -5 0 7 50|PB位16 PE位29 殖3.0|益13.3→3.7
3017 奇鋐|電腦及週|7 8 -4|93 93 81 197|1.1 5317|41 0 0 -10 -26|PB位99 PE位99 殖1.6|益11.3→11.4
3019 亞光|光電業|-11 -9 2|92 92 5 -1|0.5 71|11 5 0 -4 -6|PB位30 PE位48 殖2.9|益7.0→2.3
3022 威強電|電腦及週|-11 20 -22|83 83 5 13|0.4 191|22 -10 -1 -0 -12|PB位82 PE位30 殖4.3|益16.6→14.6
3023 信邦|電子零組|15 17 -6|86 86 -6 13|2.6 416|63 -9 -6 156 74|PB位78 PE位29 殖2.6|益10.9→13.3
3024 憶聲|光電業|19 9 6|100 100 23 41|1.5 66|6 4 0 18 -4|PB位100 PE位68 殖1.2|益3.7→6.0
3025 星通|通信網路|119 16 14|88 88 53 130|0.6 667|2 -1 -0 -30 1|PB位98 PE位71 殖2.1|益3.3→25.7
3026 禾伸堂|電子零組|-16 -13 -0|98 98 4 13|0.7 27|12 -7 0 17 14|PB位24 PE位63 殖5.7|益9.4→9.3
3027 盛達|通信網路|75 154 98|87 87 12 23|0.3 157|5 -11 -0 0 8|PB位91 PE位97 殖0.6|益0.5→-5.0
3028 增你強|電子通路|-28 -26 -1|96 96 4 12|0.7 28|5 -14 0 10 71|PB位73 PE位68 殖9.4|益3.0→3.4
3029 零壹|資訊服務|-1 7 3|98 98 11 68|3.3 142|5 2 -0 22 -3|PB位98 PE位99 殖5.4|益5.6→5.6
3030 德律|其他電子|-51 -49 -32|100 100 6 6|0.8 18|15 -1 0 -2 8|PB位4 PE位29 殖7.3|益32.1→29.9
3031 佰鴻|光電業|-35 -39 -28|82 82 -1 18|0.3 6|2 -2 0 7 40|PB位52 PE位18 殖4.7|益7.8→9.3
3032 偉訓|電子零組|44 39 31|92 92 37 112|1.2 888|9 -1 -0 -12 82|PB位95 PE位98 殖3.2|益7.5→9.6
3033 威健|電子通路|2 0 3|91 91 9 21|1.7 238|9 -6 0 5 84|PB位68 PE位70 殖9.1|益3.9→2.5
3034 聯詠|半導體業|24 -1 30|100 100 12 32|0.9 1982|50 8 -7 19 -4|PB位53 PE位65 殖8.5|益29.8→23.5
3035 智原|半導體業|-12 -13 -28|82 82 89 74|0.5 7793|28 1 0 9 -37|PB位97 PE位50 殖1.6|益22.4→19.9
3036 文曄|電子通路|-6 -10 -20|96 96 4 3|1.4 85|10 -17 -0 9 -4|PB位59 PE位88 殖6.3|益2.1→1.7
3037 欣興|電子零組|-33 -29 -32|92 92 28 36|1.1 7409|44 -1 -1 27 65|PB位61 PE位33 殖4.3|益27.2→10.9
3038 全台|光電業|-9 1 -9|91 91 28 86|0.7 210|10 -4 -1 -0 32|PB位97 PE位69 殖4.3|益8.2→9.6
3041 揚智|半導體業|-59 -56 -19|75 84 -1 -17|1.0 12|10 -10 0 -2 26|PB位12 PE位na 殖0.0|益3.6→-25.9
3042 晶技|電子零組|-31 -31 -9|98 98 13 7|1.1 189|14 7 -10 -9 -17|PB位20 PE位49 殖7.8|益21.3→15.0
3043 科風|其他電子|42 33 -16|71 71 -28 32|0.4 10|1 0 0 -20 52|PB位3 PE位35 殖0.0|益3.6→0.8
3044 健鼎|電子零組|-23 -19 -8|94 94 45 63|3.0 903|43 10 0 209 35|PB位89 PE位100 殖4.7|益10.3→7.4
3045 台灣大|通信網路|5 5 -3|94 94 -5 4|0.7 292|15 -20 -6 -5 -28|PB位3 PE位31 殖4.5|益9.8→10.0
3046 建碁|電腦及週|-4 134 76|72 72 -0 52|0.1 137|2 -3 0 -21 22|PB位91 PE位64 殖2.1|益2.2→4.2
3047 訊舟|通信網路|-21 -30 -24|87 95 6 3|1.1 47|4 5 0 4 -4|PB位83 PE位32 殖6.0|益2.6→-4.7
3048 益登|電子通路|-21 -17 -11|90 93 -1 -2|0.6 13|3 -9 0 -10 4|PB位11 PE位93 殖7.9|益1.5→1.6
3049 精金|光電業|-29 -25 13|96 96 8 12|2.2 25|6 -1 0 5 23|PB位53 PE位na 殖0.0|益-4.0→-51.3
3051 力特|光電業|-39 -38 -13|100 100 47 38|1.9 91|3 1 0 17 -2|PB位72 PE位94 殖4.7|益11.4→0.1
3052 夆典|建材營造|21 49 29|100 100 16 28|0.7 11|3 8 0 36 20|PB位85 PE位64 殖4.5|益7.0→8.6
3055 蔚華科|電子通路|-70 -23 16|98 98 59 65|2.5 135|2 -0 0 17 70|PB位99 PE位32 殖2.3|益-21.7→-22.5
3056 富華新|建材營造|-68 299 -6260|99 99 15 77|3.7 92|11 19 0 -13 -45|PB位100 PE位54 殖14.6|益30.9→3.6
3057 喬鼎|電腦及週|-41 -50 -12|93 93 20 30|2.0 7|3 1 0 na na|PB位87 PE位na 殖0.0|益-1.6→-11.0
3058 立德|電子零組|-33 -14 -5|72 72 -12 126|0.2 62|2 1 0 na na|PB位92 PE位na 殖0.0|益-2.3→-3.3
3059 華晶科|光電業|-46 -20 -35|93 97 8 1|3.4 44|11 -3 -0 2 19|PB位56 PE位14 殖2.8|益3.2→2.8
3060 銘異|電腦及週|-32 -38 4|90 90 13 17|0.7 37|6 -1 0 30 5|PB位67 PE位na 殖1.5|益-3.0→-22.9
3062 建漢|通信網路|-62 -24 -70|69 86 -4 -13|1.0 36|12 -7 -0 -1 6|PB位52 PE位na 殖0.0|益-3.7→-12.7
3071 協禧|電腦及週|-17 -6 -10|84 84 28 71|0.9 407|2 -1 0 -5 12|PB位99 PE位99 殖4.1|益7.3→2.7
3078 僑威|電子零組|71 81 64|90 90 41 168|0.6 1017|4 1 -0 -20 -6|PB位98 PE位98 殖3.0|益9.0→16.1
3081 聯亞|通信網路|-53 -58 -79|61 79 7 -14|3.3 138|18 -3 0 8 50|PB位16 PE位84 殖3.3|益14.0→-9.4
3083 網龍|文化創意|-45 -25 -15|84 84 -3 -8|0.5 22|1 -4 0 -11 30|PB位25 PE位na 殖0.0|益-15.0→-12.2
3088 艾訊|電腦及週|29 16 -1|98 98 43 80|2.6 259|16 4 -1 26 -2|PB位100 PE位73 殖3.2|益11.0→10.6
3090 日電貿|電子零組|2 -11 -0|98 98 2 7|0.5 28|7 -7 2 -29 9|PB位4 PE位15 殖10.3|益8.5→7.9
3092 鴻碩|電子零組|-34 -45 -14|90 99 13 19|4.2 31|3 4 0 -15 -33|PB位36 PE位na 殖1.9|益2.4→-18.7
3093 港建*|其他電子|-51 -36 -23|83 83 -3 25|0.6 11|68 -19 0 3 77|PB位90 PE位41 殖9.2|益23.1→14.4
3094 聯傑|半導體業|-31 -14 -11|83 83 -7 17|0.3 16|2 -2 0 -7 7|PB位45 PE位38 殖3.3|益20.8→14.0
3105 穩懋|半導體業|-8 -25 17|79 81 -8 -20|1.5 991|31 -12 -2 27 33|PB位9 PE位93 殖1.7|益8.1→-20.8
3114 好德|電子零組|3 -19 2|95 95 10 14|1.7 18|1 1 0 13 -20|PB位25 PE位35 殖6.2|益4.0→3.4
3122 笙泉|半導體業|-23 -33 17|67 87 -1 -8|0.4 5|1 -1 0 4 -15|PB位31 PE位na 殖0.9|益4.3→-23.3
3128 昇銳|光電業|-31 -14 -21|73 80 -4 -9|0.2 16|1 -0 0 -7 -23|PB位82 PE位31 殖3.1|益8.1→6.7
3131 弘塑|半導體業|0 -3 5|93 93 87 155|2.4 1093|11 -4 5 na 60|PB位100 PE位76 殖2.9|益20.4→19.1
3138 耀登|通信網路|-18 -1 -20|82 82 -5 2|2.9 45|1 -8 0 8 62|PB位16 PE位4 殖2.4|益5.6→15.6
3141 晶宏|半導體業|-28 -42 -8|74 86 -2 7|0.8 163|6 2 0 -1 4|PB位48 PE位100 殖2.6|益17.7→8.7
3147 大綜|資訊服務|-13 -0 19|96 96 5 44|0.5 30|3 2 0 -21 3|PB位98 PE位82 殖5.9|益7.6→5.1
3149 正達|光電業|-31 -26 -13|60 69 -26 -29|0.5 9|2 -0 0 0 na|PB位9 PE位na 殖0.0|益-16.3→-15.2
3152 璟德|通信網路|10 -4 23|85 85 -0 -5|1.3 37|16 6 -4 14 -20|PB位23 PE位91 殖1.8|益20.4→16.7
3162 精確|電機機械|-2 75 -57|76 76 -8 -9|0.4 59|44 -4 -1 -6 7|PB位10 PE位na 殖0.0|益-8.5→-1.2
3163 波若威|通信網路|-26 -32 -36|94 94 83 82|3.8 981|14 1 0 22 83|PB位99 PE位40 殖4.5|益14.8→11.3
3169 亞信|半導體業|-34 -37 -6|84 84 -3 7|1.3 62|1 -6 0 -2 44|PB位49 PE位59 殖4.7|益35.7→28.0
3178 公準|半導體業|-6 13 -0|88 88 14 29|0.2 38|1 -2 0 -7 11|PB位77 PE位27 殖2.7|益14.6→16.7
3189 景碩|半導體業|-48 -44 -28|79 89 4 -5|1.1 566|11 -6 1 7 33|PB位33 PE位23 殖6.1|益23.9→4.8
3191 雲嘉南|電子零組|20 5 14|92 92 116 91|2.0 7|0 -0 0 na na|PB位89 PE位na 殖0.0|益-11.4→-8.7
3202 樺晟|電子零組|19 9 13|80 80 -13 12|0.2 19|2 -1 0 -2 -13|PB位60 PE位na 殖0.0|益-2.4→na
3205 佰研|生技醫療|-15 -15 -3|67 91 8 19|0.8 55|10 -0 0 -5 10|PB位95 PE位na 殖0.0|益-15.5→-13.5
3206 志豐|電子零組|-14 -15 -3|97 97 9 32|0.7 8|4 3 0 -14 25|PB位70 PE位32 殖5.7|益6.3→8.5
3207 耀勝|電子零組|-1 6 -18|85 85 15 49|0.4 217|2 -0 0 -12 24|PB位95 PE位23 殖1.8|益10.5→15.3
3209 全科|電子通路|-50 -13 -28|85 85 -7 1|1.9 43|2 -15 0 19 33|PB位89 PE位66 殖9.1|益2.0→1.8
3211 順達|電腦及週|4 8 8|99 99 4 13|1.4 24|12 12 0 -11 -11|PB位41 PE位95 殖7.5|益4.6→3.5
3213 茂訊|電腦及週|17 -2 -13|98 98 28 50|1.3 34|7 3 0 -12 39|PB位44 PE位88 殖5.7|益9.8→9.6
3217 優群|電子零組|6 12 27|92 92 29 53|2.1 500|5 -0 -1 -7 42|PB位63 PE位97 殖4.1|益20.7→19.5
3218 大學光|生技醫療|31 27 -2|89 89 -4 18|0.4 156|33 -18 -7 20 179|PB位79 PE位27 殖1.7|益30.9→33.5
3221 台嘉碩|通信網路|-65 -54 -27|77 94 5 12|1.1 24|3 -6 0 -1 14|PB位18 PE位68 殖8.9|益14.2→3.1
3224 三顧|電子通路|-26 -19 12|74 74 -20 -3|0.3 10|2 -4 0 1 8|PB位17 PE位na 殖0.0|益-4.9→-14.0
3227 原相|半導體業|-1 -12 18|89 89 18 11|2.5 200|15 -3 0 100 125|PB位43 PE位74 殖5.2|益0.3→1.4
3228 金麗科|半導體業|-47 -17 9|32 59 -28 -36|1.2 135|7 2 -0 -25 -1|PB位5 PE位na 殖0.3|益7.0→-28.3
3231 緯創|電腦及週|-20 -15 -13|85 85 182 335|1.2 10085|35 -2 -2 30 -26|PB位99 PE位99 殖1.9|益2.8→2.2
3232 昱捷|電子通路|22 18 -11|64 77 -20 -22|0.2 12|8 4 0 17 4|PB位30 PE位na 殖2.1|益2.0→1.8
3234 光環|通信網路|-37 -43 -2|90 90 45 49|1.7 69|2 1 1 -61 -37|PB位83 PE位na 殖0.0|益-5.9→-53.1
3236 千如|電子零組|-50 -35 -34|88 88 -8 12|1.0 10|13 -8 0 5 14|PB位45 PE位4 殖5.6|益7.4→7.0
3252 海灣|觀光餐旅|5 4 -12|76 76 16 11|0.2 13|7 -3 0 3 9|PB位87 PE位na 殖0.0|益6.1→9.0
3257 虹冠電|半導體業|136 91 107|90 90 30 83|4.7 53|10 9 0 39 -10|PB位96 PE位91 殖1.3|益14.3→18.9
3260 威剛|半導體業|-24 -21 -1|89 89 13 30|0.7 463|13 -2 -9 -13 28|PB位67 PE位96 殖2.4|益2.0→0.6
3264 欣銓|半導體業|-7 -5 -17|95 95 20 19|1.8 452|27 -6 2 1 21|PB位77 PE位44 殖5.8|益30.0→24.6
3265 台星科|半導體業|-20 -19 -16|96 96 64 86|1.6 473|4 0 0 11 13|PB位99 PE位86 殖5.8|益26.8→22.3
3272 東碩|電腦及週|-57 -22 -66|80 88 7 11|2.2 8|1 2 0 -17 -42|PB位46 PE位13 殖7.2|益4.5→-11.6
3284 太普高|其他|-39 -4 -43|83 83 11 23|1.4 14|2 6 0 20 55|PB位98 PE位49 殖1.1|益6.2→7.0
3287 廣寰科|電腦及週|127 52 50|93 93 98 106|1.0 35|1 -1 0 -12 81|PB位77 PE位95 殖0.0|益3.4→1.9
3289 宜特|其他電子|6 7 -6|91 91 37 34|1.7 830|12 -3 -2 49 -1|PB位99 PE位65 殖1.7|益8.9→10.6
3290 東浦|電子零組|2 21 6|88 88 -2 9|0.7 26|3 2 0 3 -11|PB位82 PE位1 殖2.2|益6.3→5.3
3293 鈊象|文化創意|31 21 8|92 92 20 24|0.6 818|38 2 3 -23 -28|PB位44 PE位64 殖5.8|益50.3→52.7
3296 勝德|電子零組|-56 -59 -28|84 88 -9 -8|0.6 7|3 -5 0 -7 2|PB位49 PE位na 殖0.0|益-3.8→-8.9
3305 昇貿|其他電子|-26 -33 -3|91 91 39 42|1.2 408|2 -1 1 55 106|PB位79 PE位99 殖2.9|益4.8→6.1
3306 鼎天|通信網路|-16 23 24|90 90 96 122|2.8 174|3 -0 0 26 -31|PB位100 PE位100 殖1.0|益-4.8→0.9
3308 聯德|電子零組|230 209 94|79 79 3 163|0.3 38|0 0 0 5 53|PB位89 PE位20 殖0.0|益10.9→2.0
3310 佳穎|電子零組|-14 -4 -9|91 91 35 85|0.6 7|0 -10 0 -3 35|PB位98 PE位97 殖3.5|益6.9→9.6
3312 弘憶股|電子通路|-19 -21 -4|95 95 5 23|0.7 9|5 -6 0 -25 7|PB位48 PE位60 殖8.8|益2.9→2.9
3317 尼克森|半導體業|-18 -20 1|81 86 -4 -9|0.9 13|2 1 0 -16 -11|PB位13 PE位33 殖3.8|益14.4→9.9
3322 建舜電|電子零組|7 5 26|95 95 3 15|1.7 35|4 6 0 21 -18|PB位72 PE位69 殖2.6|益4.8→-0.5
3323 加百裕|電腦及週|-37 -0 14|89 91 -3 -4|0.5 7|3 -12 0 -3 -9|PB位19 PE位92 殖4.8|益1.7→-7.0
3324 雙鴻|其他電子|-32 -20 -6|83 83 22 81|1.6 2169|18 0 1 16 11|PB位69 PE位90 殖2.3|益8.5→11.1
3325 旭品|電腦及週|87 79 69|100 100 76 162|1.8 165|2 -0 0 48 24|PB位100 PE位na 殖0.0|益-15.1→-8.9
3338 泰碩|電子零組|-29 -28 -6|87 87 40 102|1.9 472|12 0 -0 89 86|PB位73 PE位74 殖3.0|益6.0→5.0
3346 麗清|汽車工業|100 98 53|93 93 33 31|1.2 284|11 3 0 -11 7|PB位73 PE位82 殖0.6|益1.0→2.8
3356 奇偶|光電業|-20 -3 -6|85 85 28 28|0.3 183|9 4 -0 -25 -36|PB位96 PE位71 殖2.7|益12.0→4.8
3357 臺慶科|電子零組|-18 -21 1|94 94 24 32|1.1 67|12 -3 0 50 143|PB位57 PE位77 殖5.1|益19.3→17.3
3362 先進光|光電業|9 -1 8|93 93 59 102|0.3 1643|4 2 0 6 -54|PB位96 PE位69 殖0.7|益8.5→3.2
3363 上詮|通信網路|-24 -33 -0|96 96 111 216|0.3 758|13 1 -0 24 -23|PB位100 PE位91 殖0.7|益6.0→-4.7
3372 典範|半導體業|-26 -39 12|94 94 14 24|1.6 17|1 -4 0 8 4|PB位56 PE位na 殖3.4|益1.2→-34.1
3374 精材|半導體業|-24 -34 -19|85 85 26 18|0.4 543|8 1 -0 -28 -14|PB位23 PE位50 殖2.4|益31.8→20.9
3376 新日興|電子零組|-27 -22 -7|95 96 4 5|1.3 35|19 -20 -3 -18 36|PB位11 PE位16 殖7.1|益13.2→7.3
3380 明泰|通信網路|-29 -1 -25|92 92 27 42|0.9 346|13 -1 0 -10 51|PB位98 PE位40 殖3.9|益5.1→4.0
3402 漢科|其他電子|-17 -11 -25|95 95 -3 11|0.7 17|4 -23 0 28 102|PB位67 PE位15 殖8.9|益10.2→6.5
3406 玉晶光|光電業|0 -8 -11|92 97 9 9|0.6 740|18 -2 -1 -15 -4|PB位28 PE位24 殖3.0|益20.3→7.1
3413 京鼎|半導體業|-17 6 -8|90 94 5 -0|0.9 62|20 -14 -4 -12 50|PB位16 PE位9 殖7.5|益19.9→16.2
3416 融程電|電腦及週|16 14 1|97 97 20 70|1.3 60|7 11 0 -10 -10|PB位99 PE位73 殖3.5|益18.6→21.8
3419 譁裕|通信網路|-37 -28 -46|87 87 -8 10|0.7 15|2 -6 0 2 8|PB位77 PE位79 殖1.0|益0.4→-7.6
3438 類比科|半導體業|-6 -17 24|92 92 14 22|0.7 18|2 -1 0 -7 -22|PB位58 PE位95 殖2.1|益4.1→-17.1
3441 聯一光電|光電業|-53 -44 -11|83 83 -2 4|0.5 22|1 -4 0 2 40|PB位46 PE位39 殖3.7|益19.0→11.4
3443 創意|半導體業|29 22 -29|77 77 31 72|0.7 6399|32 0 -0 27 4|PB位98 PE位52 殖0.9|益17.1→16.9
3444 利機|電子通路|9 -9 11|91 91 30 37|1.1 110|15 6 0 -6 -25|PB位97 PE位97 殖4.8|益11.7→4.0
3447 展達|通信網路|-67 -40 -80|na 70 -6 -1|0.4 32|1 -1 0 -9 -5|PB位29 PE位11 殖5.0|益4.8→5.4
3450 聯鈞|半導體業|-31 -28 -11|88 88 28 16|3.8 126|7 -3 0 28 164|PB位42 PE位99 殖1.1|益9.0→5.1
3454 晶睿|光電業|6 22 -56|66 66 -3 -11|0.4 181|2 -0 -0 -4 -18|PB位87 PE位4 殖2.9|益7.9→na
3455 由田|光電業|-58 -50 -42|85 85 -8 -9|0.8 29|4 -11 0 -4 11|PB位69 PE位4 殖10.5|益23.8→9.3
3466 德晉|通信網路|103 65 -115|74 74 -17 -14|0.3 6|7 -15 0 6 -2|PB位75 PE位18 殖0.0|益-3.9→-6.4
3479 安勤|電腦及週|-14 9 -33|79 79 -6 25|0.5 127|11 -2 -4 -3 31|PB位92 PE位25 殖5.0|益9.8→13.0
3481 群創|光電業|0 -4 27|100 100 26 40|1.9 1279|28 10 -0 -15 -70|PB位78 PE位na 殖0.0|益-14.2→-18.9
3483 力致|電腦及週|-2 11 21|89 89 115 152|0.5 491|13 2 1 32 -23|PB位99 PE位99 殖2.7|益4.5→3.9
3484 崧騰|電子零組|-48 -45 -9|72 84 -9 -8|0.4 8|4 -3 0 -15 -6|PB位3 PE位83 殖6.0|益6.8→-5.2
3491 昇達科|通信網路|-51 -6 -1|85 85 -4 13|1.0 113|8 -8 -1 -7 -4|PB位74 PE位47 殖2.6|益15.9→15.7
3498 陽程|其他電子|82 144 38|82 82 19 4|0.3 16|3 2 0 -7 21|PB位47 PE位22 殖5.2|益-3.8→0.2
3499 環天科|通信網路|35 -10 6|87 87 -4 11|0.8 9|1 1 0 -5 15|PB位88 PE位na 殖0.0|益-18.0→-21.2
3501 維熹|電子零組|-26 -9 -7|92 92 -7 5|0.8 19|6 -23 0 13 1|PB位34 PE位0 殖8.1|益11.9→11.3
3504 揚明光|光電業|-48 -22 -4|60 74 -12 -24|0.5 73|1 -3 -1 2 9|PB位29 PE位na 殖0.0|益0.4→-10.2
3508 位速|其他電子|-51 -33 -1|65 76 -3 -16|0.6 11|0 0 0 -17 na|PB位53 PE位na 殖0.0|益-17.1→-31.1
3511 矽瑪|電子零組|-61 -50 -39|81 89 1 -0|0.4 8|0 -8 0 -1 43|PB位38 PE位50 殖7.9|益10.2→3.8
3515 華擎|電腦及週|49 16 20|87 87 94 69|0.8 1659|13 4 -2 -38 2|PB位95 PE位98 殖3.2|益6.9→3.4
3518 柏騰|其他電子|-5 -14 29|95 95 30 98|1.1 66|6 -0 0 31 71|PB位100 PE位57 殖1.2|益-11.2→-16.4
3521 台鋼建設|建材營造|-16 82 67|83 86 -0 12|0.6 17|1 1 0 na -41|PB位89 PE位na 殖0.0|益-23.7→-35.1
3526 凡甲|電子零組|1 19 29|100 100 30 31|1.1 44|6 -3 0 31 -11|PB位66 PE位98 殖5.7|益25.0→23.7
3527 聚積|半導體業|-33 -41 -1|78 79 -10 -10|0.7 16|5 -0 0 -13 -23|PB位9 PE位51 殖4.2|益10.8→-3.8
3529 力旺|半導體業|-4 -6 -23|78 78 -0 14|0.7 739|60 -6 -6 70 -30|PB位87 PE位61 殖1.1|益57.6→55.0
3530 晶相光|半導體業|-25 -30 17|84 86 2 -7|3.7 7|39 -6 0 2 8|PB位24 PE位na 殖0.0|益6.8→-48.8
3532 台勝科|半導體業|1 -10 -26|90 94 11 3|1.1 272|48 3 -5 -1 -23|PB位41 PE位8 殖4.6|益31.6→29.1
3533 嘉澤|電子零組|-12 -14 -21|75 75 -22 -11|0.9 907|35 16 -23 57 2|PB位0 PE位0 殖3.5|益26.8→26.7
3535 晶彩科|光電業|-90 -88 -76|71 82 -5 -14|1.1 7|1 -12 0 -7 -4|PB位0 PE位34 殖5.3|益15.6→2.5
3537 堡達|電子零組|6 17 31|99 99 5 5|1.3 8|2 -7 0 -10 38|PB位45 PE位37 殖6.7|益7.6→10.2
3540 曜越|電腦及週|32 57 28|82 82 23 78|0.7 147|8 -0 0 -23 -10|PB位61 PE位73 殖0.6|益-2.2→3.8
3545 敦泰|半導體業|-20 -7 25|80 80 -9 5|1.1 127|15 -7 -0 1 16|PB位36 PE位na 殖0.7|益-17.7→1.1
3546 宇峻|文化創意|-23 -26 -12|89 89 5 14|0.7 29|10 -9 -1 -18 -6|PB位6 PE位4 殖7.8|益20.1→17.6
3548 兆利|電子零組|13 40 47|90 90 5 11|0.5 30|7 -7 0 -29 4|PB位45 PE位61 殖4.4|益6.4→0.1
3551 世禾|綠能環保|-3 -3 -8|100 100 26 28|0.8 20|6 4 0 1 -26|PB位80 PE位75 殖4.5|益18.6→18.1
3552 同致|其他電子|3 14 3|72 85 -2 -7|0.5 58|13 -2 0 -10 7|PB位7 PE位36 殖2.5|益7.1→2.2
3556 禾瑞亞|半導體業|-32 -24 5|97 97 3 14|0.8 9|6 -9 0 -21 -13|PB位52 PE位56 殖7.7|益26.0→20.4
3557 嘉威|居家生活|-1 -13 1|84 84 -8 19|0.6 8|19 6 0 -3 14|PB位21 PE位61 殖14.0|益11.9→15.0
3558 神準|通信網路|14 23 -49|88 88 13 36|3.2 675|3 1 1 17 -8|PB位94 PE位70 殖1.6|益8.3→7.4
3563 牧德|光電業|4 5 22|89 89 15 47|0.5 58|11 -2 1 -12 20|PB位44 PE位63 殖4.6|益30.1→35.7
3564 其陽|通信網路|-37 -32 -35|73 73 53 84|1.0 69|2 0 0 na na|PB位97 PE位71 殖1.5|益8.6→5.3
3570 大塚|資訊服務|-4 2 -19|81 81 -16 46|0.7 7|43 -6 0 na na|PB位92 PE位91 殖5.8|益14.2→12.8
3576 聯合再生|光電業|-40 -20 -34|76 80 -14 -16|0.6 100|14 6 0 3 5|PB位8 PE位38 殖0.6|益3.9→1.4
3577 泓格|電腦及週|-51 -28 -35|90 92 3 4|0.8 6|1 -9 0 4 20|PB位81 PE位23 殖3.0|益22.9→17.1
3580 友威科|其他電子|-9 -1 -27|79 90 8 -2|3.8 16|2 -3 5 -0 57|PB位16 PE位12 殖8.1|益26.6→6.6
3581 博磊|半導體業|22 -5 -12|94 94 33 43|5.2 5|8 0 0 191 46|PB位90 PE位100 殖2.7|益10.6→5.2
3583 辛耘|半導體業|14 17 -1|90 90 153 200|2.5 2406|8 -1 1 -15 94|PB位100 PE位100 殖1.6|益12.6→11.5
