# 2023-02-01 全池(872 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)|PB位 PE位 殖(PB/PE 三年分位%,高=貴;殖利率%)|益前→新(前一→最新已公佈季累計營益率%)
3152 璟德|通信網路|-21 -29 17|68 100 45 21|1.9 7|17 11 6 -13 -13|PB位24 PE位87 殖3.7|益24.0→21.6
3162 精確|電機機械|171 163 80|97 97 28 21|1.1 127|46 4 0 -3 24|PB位60 PE位na 殖0.0|益-7.8→-10.8
3163 波若威|通信網路|-12 21 -21|86 86 20 6|0.4 47|5 -1 0 3 17|PB位43 PE位5 殖1.8|益12.6→13.3
3169 亞信|半導體業|-29 -27 -36|50 86 23 -5|0.6 43|3 10 0 1 -6|PB位45 PE位38 殖4.4|益36.3→35.8
3178 公準|半導體業|29 13 2|98 98 37 22|1.6 5|1 8 0 2 -1|PB位55 PE位11 殖1.4|益15.6→14.1
3189 景碩|半導體業|-11 -5 -26|53 84 12 -10|0.5 577|12 3 0 -4 1|PB位46 PE位11 殖3.9|益22.4→23.4
3205 佰研|生技醫療|-11 -11 -2|56 56 15 -23|0.3 11|12 2 0 -6 14|PB位88 PE位na 殖0.0|益-18.6→-15.4
3207 耀勝|電子零組|39 32 3|100 100 25 52|0.9 53|6 6 0 12 12|PB位99 PE位12 殖0.0|益6.2→9.3
3209 全科|電子通路|72 52 21|99 99 28 13|1.6 20|4 19 -0 -9 -1|PB位83 PE位16 殖8.2|益2.1→2.0
3211 順達|電腦及週|-2 7 13|73 96 12 5|1.6 8|11 10 -0 -6 -32|PB位20 PE位19 殖19.6|益4.1→4.4
3217 優群|電子零組|-23 -21 -11|73 97 43 24|2.6 15|2 -2 0 62 11|PB位24 PE位20 殖6.4|益20.5→20.5
3218 大學光|生技醫療|31 30 -3|95 95 39 6|1.6 239|30 2 4 -17 46|PB位58 PE位30 殖1.7|益31.2→30.5
3221 台嘉碩|通信網路|-14 -20 -36|69 69 13 -29|0.6 7|5 10 0 -8 -2|PB位14 PE位26 殖7.7|益18.4→15.8
3227 原相|半導體業|-31 -37 3|83 100 37 22|1.7 26|17 20 -2 4 -23|PB位26 PE位41 殖8.2|益8.7→0.2
3228 金麗科|半導體業|-78 -21 1|40 50 51 -38|1.0 319|7 0 0 5 4|PB位33 PE位56 殖0.0|益29.6→16.7
3231 緯創|電腦及週|0 0 -15|100 100 21 19|1.3 218|32 28 5 -19 -18|PB位25 PE位8 殖7.0|益2.1→2.3
3234 光環|通信網路|-43 -39 -14|77 77 7 -10|0.6 5|3 -15 0 2 5|PB位13 PE位na 殖0.0|益-1.0→-3.1
3236 千如|電子零組|3 13 -10|90 90 12 19|0.2 6|11 -1 0 -16 13|PB位39 PE位3 殖2.5|益4.8→6.3
3252 海灣|觀光餐旅|-35 -29 -75|73 77 14 -14|0.6 9|8 0 0 -3 26|PB位83 PE位38 殖2.7|益9.6→11.2
3260 威剛|半導體業|-28 -24 -14|72 99 15 14|1.4 75|11 11 3 -21 -40|PB位25 PE位85 殖8.4|益3.7→3.2
3264 欣銓|半導體業|19 22 0|100 100 33 35|1.1 76|24 12 0 -7 -5|PB位67 PE位21 殖5.2|益27.9→29.8
3265 台星科|半導體業|-3 6 -25|92 97 25 1|0.9 61|6 5 0 -13 3|PB位88 PE位46 殖4.7|益27.3→27.3
3272 東碩|電腦及週|-40 102 47|72 72 6 35|0.1 41|1 -4 0 31 0|PB位65 PE位91 殖2.4|益-6.9→1.6
3289 宜特|其他電子|10 12 -5|97 97 18 65|0.6 181|11 6 -1 -3 -2|PB位100 PE位38 殖1.8|益8.9→10.5
3290 東浦|電子零組|-9 1 -5|100 100 23 18|1.8 11|2 4 0 1 46|PB位95 PE位19 殖2.0|益-3.4→3.0
3293 鈊象|文化創意|24 12 6|100 100 50 52|1.3 1161|37 15 1 -16 11|PB位64 PE位49 殖11.6|益49.1→49.3
3305 昇貿|其他電子|-35 -33 -44|64 89 32 -6|4.0 10|2 -0 0 1 -15|PB位54 PE位20 殖5.1|益7.9→6.0
3317 尼克森|半導體業|-25 -23 -15|77 88 24 -4|0.8 12|3 9 0 -12 -17|PB位35 PE位10 殖2.1|益16.4→15.3
3322 建舜電|電子零組|-43 -42 -12|77 86 20 15|0.4 5|2 -8 0 0 11|PB位50 PE位8 殖3.0|益2.1→4.6
3324 雙鴻|其他電子|-24 -18 -17|64 93 30 -7|0.5 80|9 7 -3 -4 -16|PB位11 PE位11 殖3.8|益8.2→8.2
3346 麗清|汽車工業|17 45 24|90 90 29 26|1.0 23|5 9 0 -11 -16|PB位47 PE位na 殖1.6|益-4.7→-1.6
3356 奇偶|光電業|-4 7 1|81 81 21 41|0.1 61|5 -0 0 -26 -13|PB位93 PE位56 殖3.0|益14.1→11.5
3362 先進光|光電業|-40 -20 -22|84 84 32 -5|0.3 65|2 3 0 -10 -8|PB位51 PE位10 殖0.0|益7.1→7.4
3374 精材|半導體業|-17 -2 -7|74 82 16 -15|1.0 141|9 -0 0 -13 -11|PB位11 PE位12 殖2.8|益30.8→31.6
3376 新日興|電子零組|-34 -26 -26|89 89 7 6|1.3 14|21 -8 1 -19 -20|PB位14 PE位6 殖5.9|益11.4→13.3
3380 明泰|通信網路|31 47 24|88 88 12 -0|0.5 24|7 -3 0 5 -2|PB位48 PE位23 殖2.6|益4.7→4.8
3402 漢科|其他電子|-6 16 -26|93 95 16 -3|0.4 5|3 -1 0 -1 -3|PB位49 PE位9 殖6.5|益9.3→9.4
3406 玉晶光|光電業|-21 -0 -18|72 83 25 -3|0.6 744|22 -4 0 -8 18|PB位7 PE位5 殖2.1|益9.2→19.0
3413 京鼎|半導體業|11 25 3|77 89 16 2|0.8 53|22 6 -5 -6 -14|PB位10 PE位7 殖4.5|益17.9→18.9
3419 譁裕|通信網路|55 51 24|76 82 15 9|0.2 13|4 8 0 -13 -3|PB位47 PE位55 殖0.0|益-5.9→-1.9
3430 奇鈦科|化學工業|-13 -12 na|na na 5 na|0.7 6|1 8 0 na na|PB位27 PE位49 殖4.3|益14.1→13.5
3438 類比科|半導體業|-49 -51 -17|75 100 24 12|0.7 13|2 5 0 1 -7|PB位44 PE位32 殖6.5|益12.7→8.2
3441 聯一光電|光電業|-43 -36 -33|87 87 28 5|0.4 17|3 1 0 -14 -0|PB位61 PE位9 殖1.2|益19.7→20.8
3443 創意|半導體業|105 66 6|97 97 84 54|0.7 4421|38 0 -2 19 2|PB位91 PE位18 殖0.9|益14.8→16.4
3444 利機|電子通路|-26 -20 -7|76 76 13 7|0.6 50|11 4 0 -29 -20|PB位86 PE位13 殖3.7|益12.6→11.8
3454 晶睿|光電業|91 148 63|96 96 65 170|0.5 1771|7 -0 0 -3 78|PB位99 PE位78 殖0.7|益6.6→7.6
3455 由田|光電業|14 7 -7|83 99 22 19|1.1 29|5 6 1 -7 -6|PB位75 PE位16 殖6.2|益19.8→21.4
3466 德晉|通信網路|128 88 72|92 92 44 28|0.4 25|14 1 0 -2 109|PB位99 PE位na 殖0.0|益-24.3→-11.2
3479 安勤|電腦及週|30 66 6|94 94 52 28|0.9 561|5 -0 0 48 56|PB位96 PE位49 殖3.1|益9.7→9.3
3481 群創|光電業|-39 -40 -4|68 90 -2 8|1.0 384|25 10 -1 -13 -27|PB位37 PE位na 殖8.6|益-2.7→-10.7
3483 力致|電腦及週|-42 -30 -29|70 94 33 5|1.2 7|2 5 0 -2 -4|PB位14 PE位11 殖5.0|益4.8→3.8
3491 昇達科|通信網路|-10 -18 -25|73 78 23 -14|0.4 91|8 1 0 -9 13|PB位71 PE位50 殖2.9|益13.9→14.8
3494 誠研|電腦及週|-10 1 -19|67 67 17 -16|0.5 8|12 -3 0 na na|PB位91 PE位na 殖0.0|益-59.5→-45.5
3498 陽程|其他電子|129 127 89|97 97 56 48|0.9 12|3 5 0 -11 -18|PB位76 PE位na 殖0.0|益-31.4→-13.7
3499 環天科|通信網路|-30 -28 -5|73 89 38 10|0.2 5|2 10 0 -11 -25|PB位78 PE位73 殖0.0|益-15.0→-19.0
3504 揚明光|光電業|-33 -31 -37|76 76 17 -7|0.4 66|2 5 0 -8 -6|PB位62 PE位13 殖0.0|益2.4→2.3
3508 位速|其他電子|-14 -39 -36|69 85 37 -15|0.4 24|1 -1 0 -16 -91|PB位81 PE位na 殖0.0|益-15.7→-17.2
3511 矽瑪|電子零組|-12 10 -73|81 81 4 2|0.3 6|1 3 0 -12 -8|PB位27 PE位15 殖2.9|益9.7→10.2
3515 華擎|電腦及週|-36 -10 2|67 97 48 59|0.4 355|6 3 2 -20 -1|PB位27 PE位39 殖8.6|益10.3→7.7
3520 華盈|電子零組|94 47 -12|76 76 12 15|0.2 7|1 -1 0 4 -8|PB位60 PE位4 殖0.0|益-0.8→1.9
3521 台鋼建設|建材營造|-77 -28 -22|74 74 -13 37|1.8 10|0 -1 0 na -26|PB位86 PE位na 殖0.0|益-21.7→-23.1
3526 凡甲|電子零組|-29 -23 -14|68 84 20 -8|2.1 11|5 -0 2 3 -2|PB位36 PE位35 殖8.3|益24.1→25.5
3527 聚積|半導體業|-38 -32 -18|62 87 22 -2|0.8 13|6 15 0 -6 -16|PB位33 PE位25 殖7.1|益18.0→14.1
3529 力旺|半導體業|64 49 10|85 100 52 44|0.7 927|63 3 -1 -39 -22|PB位74 PE位59 殖0.9|益57.3→57.0
3530 晶相光|半導體業|-31 -52 -4|69 91 20 -7|1.9 7|42 4 0 -28 -4|PB位15 PE位48 殖4.2|益15.6→11.4
3532 台勝科|半導體業|30 38 4|42 84 7 -7|0.6 145|51 1 -0 -7 -0|PB位27 PE位6 殖1.4|益31.7→32.0
3533 嘉澤|電子零組|-0 18 -9|86 86 5 24|1.6 481|31 -10 -2 76 7|PB位42 PE位4 殖2.0|益25.5→25.4
3535 晶彩科|光電業|-26 -47 -79|63 81 -10 -11|0.3 10|4 8 -1 -5 4|PB位44 PE位10 殖2.2|益15.4→15.6
3545 敦泰|半導體業|-32 -40 -1|52 87 -6 3|0.6 162|16 10 0 -11 -11|PB位47 PE位na 殖23.2|益9.6→-23.6
3546 宇峻|文化創意|2 -5 -2|90 97 10 11|0.9 13|11 -4 -0 -9 -21|PB位25 PE位21 殖6.6|益19.3→18.2
3548 兆利|電子零組|-42 -26 -25|85 95 25 9|1.7 12|7 5 0 -1 3|PB位20 PE位7 殖3.1|益7.0→6.5
3552 同致|其他電子|-16 3 -12|77 77 13 5|0.6 114|16 -1 0 -11 4|PB位34 PE位7 殖1.7|益8.4→8.5
3558 神準|通信網路|95 120 44|94 94 28 10|0.9 311|8 0 -1 47 21|PB位94 PE位54 殖1.3|益8.0→7.9
3563 牧德|光電業|-5 -21 1|66 96 29 10|1.4 9|9 16 0 -8 -25|PB位15 PE位23 殖8.0|益32.0→29.2
3576 聯合再生|光電業|14 41 3|86 90 -2 1|0.9 91|16 -6 0 6 63|PB位40 PE位29 殖0.0|益7.3→4.7
3577 泓格|電腦及週|-25 -5 -26|86 86 14 10|0.4 14|1 -1 0 -9 -21|PB位91 PE位5 殖3.2|益20.2→23.3
3580 友威科|其他電子|18 36 3|81 81 16 -1|0.4 20|8 -6 0 3 10|PB位38 PE位13 殖3.4|益17.0→22.6
3583 辛耘|半導體業|-2 11 -14|72 90 20 8|0.6 16|8 6 0 -4 -27|PB位34 PE位20 殖3.3|益11.4→11.9
3587 閎康|其他電子|14 25 7|100 100 39 53|0.9 175|9 7 2 -10 -20|PB位96 PE位71 殖2.8|益16.3→17.4
3588 通嘉|半導體業|-52 -52 -33|46 87 24 -7|0.2 12|2 8 0 -6 -5|PB位43 PE位19 殖6.5|益15.8→12.6
3591 艾笛森|光電業|-16 -11 1|94 100 34 20|3.1 7|3 2 0 19 -18|PB位71 PE位84 殖1.5|益3.4→2.6
3592 瑞鼎|半導體業|-40 -37 -32|60 100 49 36|0.6 332|14 7 3 -27 -19|PB位55 PE位55 殖12.6|益18.3→16.9
3594 磐儀|電腦及週|29 34 16|98 100 27 4|0.7 31|5 6 0 -10 -4|PB位97 PE位15 殖0.3|益3.1→4.4
3596 智易|通信網路|36 38 14|75 75 12 -18|0.8 60|21 19 -4 -1 -17|PB位20 PE位29 殖6.6|益4.6→4.6
3617 碩天|其他電子|34 28 1|88 88 13 36|0.4 25|6 15 0 -4 5|PB位86 PE位6 殖1.0|益8.5→9.6
3624 光頡|電子零組|-36 -25 -30|56 92 35 -0|3.6 39|42 -1 3 27 9|PB位70 PE位13 殖4.2|益22.8→20.9
3653 健策|電子零組|27 40 3|92 92 11 16|1.0 461|11 0 -3 -12 28|PB位54 PE位6 殖1.8|益23.1→23.4
3661 世芯-KY|半導體業|106 87 53|74 93 43 34|0.7 3288|54 0 1 -7 -37|PB位34 PE位28 殖1.3|益20.0→18.4
3665 貿聯-KY|其他電子|39 69 -20|77 77 4 -14|1.3 383|44 -14 -0 -11 4|PB位11 PE位8 殖3.6|益9.9→10.2
3669 圓展|通信網路|-14 -15 3|79 91 15 12|0.3 9|1 -0 0 -13 4|PB位38 PE位63 殖8.2|益13.4→12.1
3673 TPK-KY|光電業|-24 -8 -3|77 82 3 -10|0.8 12|34 3 0 -4 -29|PB位4 PE位53 殖4.9|益0.6→1.0
3675 德微|半導體業|-7 -6 -12|65 93 39 10|2.2 152|53 1 8 15 8|PB位69 PE位27 殖2.2|益19.5→19.9
3680 家登|半導體業|60 10 -43|93 93 32 18|1.4 604|8 1 2 11 26|PB位26 PE位9 殖1.0|益23.0→23.5
3686 達能|半導體業|-93 -95 -20|57 73 43 -16|0.4 6|0 1 0 na na|PB位26 PE位71 殖0.0|益-62.3→-60.5
3687 歐買尬|數位雲端|4 4 -2|50 93 36 6|0.5 91|4 1 0 2 10|PB位28 PE位21 殖1.3|益23.4→22.8
3691 碩禾|光電業|-80 -47 -23|58 67 8 -20|0.9 15|6 1 0 -7 -6|PB位13 PE位na 殖0.0|益-1.5→-4.2
3693 營邦|電腦及週|167 129 71|94 94 117 125|4.3 370|3 -2 0 35 7|PB位100 PE位19 殖1.2|益6.7→7.4
3701 大眾控|電腦及週|23 26 -0|57 80 25 -0|0.8 10|4 7 0 2 -3|PB位67 PE位22 殖0.0|益2.7→3.2
3702 大聯大|電子通路|-17 -10 -11|89 93 10 -3|0.8 117|27 -2 11 -9 -17|PB位9 PE位14 殖7.2|益2.0→1.9
3703 欣陸|建材營造|-17 -18 -46|90 90 8 2|0.8 23|28 3 0 -16 -5|PB位82 PE位8 殖5.7|益13.2→11.9
3704 合勤控|通信網路|15 37 18|98 98 46 24|1.1 225|11 -0 2 15 79|PB位80 PE位44 殖1.3|益3.4→5.3
3705 永信|生技醫療|-36 -14 -8|85 85 9 5|0.3 101|10 -1 0 -11 207|PB位19 PE位6 殖4.0|益11.6→11.4
3706 神達|電腦及週|34 36 19|95 100 14 10|1.0 38|13 8 4 -15 0|PB位16 PE位39 殖6.5|益-0.1→0.6
3707 漢磊|半導體業|7 7 -16|71 83 13 1|0.9 226|9 5 -3 -7 -6|PB位47 PE位11 殖0.4|益14.6→14.5
3708 上緯投控|綠能環保|-26 -19 -12|77 100 20 6|1.5 304|11 1 10 -14 -5|PB位39 PE位25 殖1.3|益4.7→3.5
3710 連展投控|電子零組|-26 -18 -5|66 66 6 -17|0.5 12|2 1 0 na na|PB位73 PE位na 殖0.0|益-3.1→-2.8
3711 日月光投控|半導體業|-11 3 -16|97 97 30 21|1.2 915|75 19 0 -23 -12|PB位44 PE位20 殖6.9|益12.0→12.2
3712 永崴投控|電腦及週|-29 -20 -45|91 100 27 10|1.5 15|2 6 0 -5 -0|PB位31 PE位17 殖5.0|益3.9→4.4
3713 新晶投控|綠能環保|81 217 53|79 87 11 8|0.5 6|0 -0 0 na na|PB位18 PE位47 殖0.0|益8.6→7.8
3714 富采|光電業|-56 -40 -24|51 97 20 8|1.0 121|15 9 0 -6 -1|PB位36 PE位100 殖3.9|益5.0→1.7
3715 定穎投控|電子零組|na na na|na na 5 na|0.7 8|14 5 0 -0 2|PB位76 PE位na 殖0.0|益na→5.0
4102 永日|生技醫療|7 28 4|71 71 4 72|0.4 89|3 1 0 -26 8|PB位85 PE位6 殖0.3|益7.5→5.9
4104 佳醫|生技醫療|11 10 1|100 100 17 17|1.6 21|6 4 0 33 3|PB位100 PE位91 殖5.6|益9.1→8.5
4105 東洋|生技醫療|-9 6 -6|91 91 4 11|0.4 104|21 -8 -0 -10 21|PB位67 PE位8 殖3.9|益24.7→25.9
4106 雃博|生技醫療|18 14 0|74 90 30 25|0.5 37|4 4 -1 -50 -14|PB位63 PE位10 殖1.8|益8.0→8.5
4107 邦特|生技醫療|17 10 -0|89 89 4 8|0.9 11|25 -33 -4 -3 -40|PB位9 PE位5 殖4.0|益29.6→29.1
4111 濟生|生技醫療|8 7 -4|93 93 18 22|0.4 11|3 3 0 -19 -8|PB位84 PE位6 殖3.6|益11.1→10.2
4113 聯上|建材營造|-100 -100 -23|91 100 10 12|2.5 9|0 1 0 123 67|PB位48 PE位na 殖3.1|益-13.8→-34.1
4114 健喬|生技醫療|39 37 2|80 80 32 37|0.5 831|8 -4 -0 -22 34|PB位96 PE位45 殖3.6|益10.7→9.5
4116 明基醫|生技醫療|59 89 -16|75 83 27 -15|0.2 19|1 -0 0 -5 5|PB位88 PE位11 殖0.8|益5.8→6.2
4119 旭富|生技醫療|125 70 50|98 98 12 21|0.7 28|3 12 -1 -3 -8|PB位72 PE位78 殖0.0|益9.1→12.0
4121 優盛|生技醫療|11 2 -8|81 92 24 20|0.3 32|3 -1 0 -24 3|PB位81 PE位40 殖4.6|益7.7→6.7
4123 晟德|生技醫療|70 99 37|85 90 8 -3|0.5 34|7 3 0 -6 1|PB位29 PE位na 殖8.2|益75.7→56.0
4126 太醫|生技醫療|31 27 17|90 90 10 8|0.5 11|11 3 0 -18 -46|PB位71 PE位96 殖6.2|益12.4→14.8
4128 中天|生技醫療|2 2 3|82 82 16 16|0.7 279|6 0 -0 -10 11|PB位73 PE位49 殖1.5|益-11.0→-16.7
4129 聯合|生技醫療|27 27 2|91 91 55 49|0.4 37|12 2 1 -10 150|PB位98 PE位14 殖0.0|益8.9→9.2
4130 健亞|生技醫療|-30 4 2|73 73 32 15|0.3 125|6 -0 0 -12 13|PB位75 PE位96 殖1.2|益-2.4→0.2
4133 亞諾法|生技醫療|-20 13 18|48 83 13 10|0.3 29|15 1 0 -17 5|PB位21 PE位5 殖1.2|益15.3→15.0
4137 麗豐-KY|生技醫療|-42 -31 -10|96 96 46 19|0.8 99|61 -1 2 -38 18|PB位51 PE位100 殖5.6|益25.2→32.1
4142 國光生|生技醫療|288 63 -352|89 96 21 4|2.5 27|7 5 0 -9 1|PB位21 PE位65 殖0.0|益-49.7→3.9
4147 中裕|生技醫療|420 375 295|94 94 25 27|0.4 42|8 -3 2 10 -6|PB位79 PE位na 殖0.0|益-112.7→-91.8
4148 全宇生技-KY|生技醫療|32 31 -39|66 82 16 4|0.8 6|72 -7 0 -4 0|PB位80 PE位6 殖2.5|益17.1→18.6
4153 鈺緯|生技醫療|20 60 22|96 96 58 39|2.0 30|1 2 0 11 104|PB位99 PE位74 殖0.9|益3.0→5.1
4155 訊映|生技醫療|-56 -5 -28|100 100 35 36|1.7 55|6 6 0 18 -3|PB位79 PE位56 殖3.2|益8.6→6.7
4157 太景*-KY|生技醫療|8947 3065 2199|74 79 9 -14|0.4 20|4 -5 0 -9 4|PB位40 PE位na 殖0.0|益-1372.2→-607.5
4162 智擎|生技醫療|-29 -4 -15|78 78 17 19|0.5 915|5 -2 -1 -8 9|PB位90 PE位51 殖2.4|益62.7→47.0
4163 鐿鈦|生技醫療|52 31 9|100 100 31 38|1.3 68|7 3 0 -22 46|PB位87 PE位17 殖2.1|益12.9→15.7
4164 承業醫|生技醫療|-19 6 -27|100 100 34 48|3.7 14|26 8 6 45 13|PB位100 PE位98 殖3.8|益15.2→16.6
4167 松瑞藥|生技醫療|-15 -25 0|77 77 34 35|0.3 325|13 0 0 -23 18|PB位44 PE位89 殖0.0|益-9.3→-7.3
4168 醣聯|生技醫療|-98 -38 na|73 73 16 15|0.2 23|5 2 0 -14 -4|PB位90 PE位na 殖0.0|益-343.9→-581.4
4171 瑞基|農業科技|-76 -59 -36|42 79 24 -3|0.6 88|17 -1 0 26 75|PB位12 PE位15 殖9.6|益48.7→44.6
4173 久裕|生技醫療|1 6 -1|84 91 11 8|0.2 6|1 2 0 -8 26|PB位45 PE位24 殖2.7|益5.5→6.2
4174 浩鼎|生技醫療|-28 -76 -470|55 84 8 -6|0.8 26|12 -9 0 15 21|PB位12 PE位na 殖0.0|益-28234.3→-35295.8
4175 杏一|生技醫療|12 6 -5|79 91 10 11|1.2 9|1 0 -1 -4 -51|PB位37 PE位13 殖2.1|益4.2→3.7
4190 佐登-KY|生技醫療|-14 14 12|91 91 6 9|0.5 14|64 -13 0 9 55|PB位42 PE位97 殖4.6|益4.0→1.9
4426 利勤|紡織纖維|107 245 87|85 86 22 -3|0.8 8|7 8 2 7 -17|PB位90 PE位na 殖0.0|益-28.5→-20.6
4432 銘旺實|紡織纖維|-43 -9 -34|73 73 19 -19|0.8 5|6 1 0 -5 -28|PB位85 PE位5 殖0.0|益8.4→9.5
4438 廣越|紡織纖維|5 28 -36|86 86 2 17|0.7 14|4 17 1 -10 7|PB位16 PE位7 殖3.3|益7.7→9.7
4503 金雨|電機機械|25 39 -1|82 86 19 -6|0.8 14|1 -1 0 -2 7|PB位88 PE位na 殖0.0|益-47.0→-40.8
4536 拓凱|運動休閒|7 17 -10|87 87 4 25|0.8 99|21 -13 -3 -1 72|PB位36 PE位3 殖3.3|益21.3→21.8
4541 晟田|其他|0 10 -21|85 85 17 4|0.3 12|4 7 0 -10 -1|PB位92 PE位23 殖1.3|益4.8→5.0
4551 智伸科|汽車工業|-2 2 -3|87 87 2 -7|0.7 37|52 4 -17 3 -6|PB位7 PE位7 殖3.3|益16.9→17.4
4563 百德|電機機械|-0 0 -33|100 100 40 41|1.7 12|0 0 0 25 2|PB位100 PE位100 殖0.0|益3.7→3.6
4566 時碩工業|電機機械|-2 21 4|84 84 8 -1|0.4 18|2 -6 -1 -0 18|PB位41 PE位4 殖2.3|益8.6→8.6
4572 駐龍|電機機械|79 62 2|92 99 15 2|0.7 19|3 6 1 4 0|PB位95 PE位32 殖3.9|益29.7→30.9
4721 美琪瑪|化學工業|-17 -22 -66|70 77 11 -12|0.7 38|2 7 -0 -3 1|PB位56 PE位11 殖3.6|益10.1→8.7
4726 永昕|生技醫療|5 4 -13|74 74 13 -2|0.4 15|1 -3 0 -8 6|PB位57 PE位na 殖0.0|益-28.4→-50.4
4736 泰博|生技醫療|9 38 -23|65 82 8 4|0.5 128|11 -9 0 -7 15|PB位5 PE位7 殖8.2|益50.1→46.8
4739 康普|化學工業|-24 -16 -41|61 74 13 -18|0.5 41|3 10 -0 -8 -7|PB位52 PE位9 殖3.0|益9.7→7.9
4743 合一|生技醫療|18 -16 -1016|87 87 12 49|0.9 1837|8 -0 -0 -3 2|PB位50 PE位11 殖0.0|益34.1→4.7
4746 台耀|生技醫療|16 21 -0|82 82 38 38|0.8 297|12 2 0 -37 -11|PB位72 PE位na 殖3.1|益-2.6→2.2
4747 強生製藥|生技醫療|42 32 12|74 74 47 36|1.4 47|2 0 0 -18 61|PB位94 PE位97 殖3.2|益15.2→16.5
4755 三福化|化學工業|-20 -27 -53|61 82 23 -8|0.8 41|30 3 0 -2 5|PB位74 PE位20 殖3.8|益20.9→18.5
4763 材料*-KY|化學工業|45 61 4|94 94 149 171|2.7 2929|70 -1 1 45 22|PB位99 PE位95 殖1.8|益19.8→21.4
4768 晶呈科技|化學工業|28 103 na|na 83 8 63|1.5 102|5 -2 0 na 28|PB位56 PE位15 殖1.1|益23.2→30.1
4770 上品|化學工業|49 48 -22|85 85 27 33|1.2 383|13 6 -0 9 116|PB位58 PE位28 殖2.4|益33.2→34.0
4904 遠傳|通信網路|0 0 -4|79 85 -5 -12|1.4 204|24 -28 1 -18 -1|PB位72 PE位40 殖4.9|益14.4→14.4
4906 正文|通信網路|24 55 32|87 87 6 -6|1.0 33|11 -1 0 -9 -15|PB位6 PE位46 殖5.5|益0.8→1.1
4915 致伸|電子零組|-12 -8 -21|82 83 5 -17|0.5 112|61 10 3 -15 7|PB位34 PE位31 殖5.3|益4.0→4.3
4916 事欣科|電腦及週|125 100 65|96 97 32 26|0.4 15|4 16 0 -7 -15|PB位70 PE位73 殖1.8|益1.7→0.1
4919 新唐|半導體業|-12 -8 -9|76 100 40 30|1.1 457|7 8 6 -25 -15|PB位70 PE位19 殖3.5|益12.5→11.8
4927 泰鼎-KY|電子零組|-36 -18 -22|49 94 20 3|0.4 24|16 2 0 -9 -1|PB位31 PE位19 殖6.8|益10.0→8.1
4931 新盛力|電腦及週|-4 18 -84|81 81 3 36|0.3 135|26 -2 -1 -13 61|PB位87 PE位55 殖0.0|益3.6→5.6
4934 太極|光電業|70 88 33|80 96 23 7|1.9 24|1 3 0 na na|PB位53 PE位na 殖0.0|益-13.8→-8.4
4938 和碩|電腦及週|-28 -20 -32|95 99 15 3|0.9 191|33 17 1 -27 -29|PB位14 PE位70 殖7.7|益1.8→1.9
4943 康控-KY|電子零組|-62 -56 -12|45 78 43 -12|0.7 5|35 -1 0 -33 na|PB位99 PE位na 殖0.0|益-78.4→-73.0
4950 金耘國際|鋼鐵工業|-94 -97 -59|70 79 -13 -15|1.1 29|0 0 0 na na|PB位43 PE位na 殖0.0|益-53.4→-61.4
4952 凌通|半導體業|-47 -45 -37|65 82 12 -16|1.2 9|6 20 0 -14 -6|PB位43 PE位15 殖10.7|益24.1→22.2
4953 緯致|資訊服務|17 20 -9|98 99 17 17|0.8 12|12 16 2 -11 -31|PB位32 PE位29 殖5.1|益7.3→7.4
4958 臻鼎-KY|電子零組|-20 -4 -18|88 88 6 0|0.7 330|69 2 -5 -5 -17|PB位8 PE位3 殖4.5|益8.3→11.6
4960 誠美材|光電業|-23 -33 -19|82 95 13 13|1.3 8|7 18 0 -6 -20|PB位34 PE位60 殖4.8|益3.6→1.3
4961 天鈺|半導體業|-25 -34 -27|73 99 36 21|1.0 1125|12 7 5 -28 -49|PB位46 PE位27 殖11.9|益27.2→22.8
4966 譜瑞-KY|半導體業|-52 -41 -44|45 89 29 -9|0.6 719|67 3 -2 -4 -6|PB位13 PE位15 殖3.5|益30.7→28.6
4968 立積|半導體業|-24 -1 27|56 91 40 1|0.7 525|25 -1 1 9 18|PB位15 PE位100 殖2.6|益-1.4→0.8
4974 亞泰|電子零組|19 28 23|99 99 25 20|2.8 43|8 4 0 122 18|PB位74 PE位21 殖6.5|益11.6→12.1
4976 佳凌|光電業|-35 -30 -1|62 82 17 -1|1.0 7|2 20 0 -14 -17|PB位30 PE位na 殖0.0|益-15.1→-12.3
4977 眾達-KY|通信網路|77 79 56|94 94 23 46|1.4 498|38 -4 -1 9 13|PB位62 PE位78 殖2.9|益15.6→17.7
4979 華星光|通信網路|182 126 69|88 88 60 70|2.0 394|8 -3 -4 47 236|PB位98 PE位73 殖0.0|益15.1→19.3
4989 榮科|電子零組|-9 -15 -6|65 91 17 3|1.0 6|1 1 0 -1 5|PB位49 PE位31 殖5.4|益9.3→4.6
5009 榮剛|鋼鐵工業|29 31 -12|100 100 40 29|0.9 386|25 4 -3 4 12|PB位100 PE位17 殖3.5|益19.2→19.1
5011 久陽|鋼鐵工業|22 10 -23|65 96 29 -4|1.1 7|1 6 0 -7 -13|PB位18 PE位21 殖5.0|益5.5→6.3
