# 2025-04-01 全池(1165 檔)。欄位:代碼 名稱|產業|最新月YoY 3月YoY均 加速度|距52週高% 距120日高% 60日漲% 120日漲%|量能比 日均值M|外持% 外20 投20 資20 券20(外資持股比;外資/投信20日淨買佔成交值%;融資/借券餘額20日變化%)|PB位 PE位 殖(PB/PE 三年分位%,高=貴;殖利率%)|益前→新(前一→最新已公佈季累計營益率%)
2903 遠百|貿易百貨|-22 -5 -0|73 89 5 -10|0.7 74|12 5 -0 -14 12|PB位73 PE位25 殖5.5|益11.2→11.6
2905 三商|貿易百貨|-25 37 -32|65 73 -12 -27|1.0 9|5 -22 0 6 7|PB位23 PE位16 殖2.2|益na→na
2908 特力|貿易百貨|-7 -1 -2|95 97 -0 -2|1.1 12|2 -0 0 -18 5|PB位9 PE位42 殖4.5|益2.0→1.7
2912 統一超|貿易百貨|-1 5 -1|83 85 -6 -16|1.0 419|23 -36 4 27 98|PB位0 PE位0 殖3.6|益4.4→4.1
2913 農林|貿易百貨|36 42 19|76 78 -11 -18|1.3 11|8 7 0 -5 -8|PB位19 PE位na 殖0.0|益-19.0→-13.9
2915 潤泰全|貿易百貨|-32 32 25|74 74 -17 -22|0.8 142|8 -14 -1 -20 37|PB位2 PE位30 殖4.2|益3.2→7.2
2929 淘帝-KY|貿易百貨|4 -2 7|75 75 -23 31|0.9 14|21 5 0 -20 -5|PB位50 PE位95 殖0.0|益-3.9→-0.3
3003 健和興|電子零組|12 6 -4|63 69 -21 -31|1.1 39|3 10 0 -18 -6|PB位0 PE位43 殖3.2|益14.4→14.2
3004 豐達科|鋼鐵工業|22 11 -2|85 96 11 11|1.8 14|3 -1 0 12 3|PB位31 PE位22 殖3.0|益13.3→13.4
3005 神基|電腦及週|7 4 3|77 91 6 3|0.9 275|15 -7 -4 -14 24|PB位61 PE位70 殖5.2|益14.8→14.6
3006 晶豪科|半導體業|1 -3 -13|55 78 -10 -23|1.0 149|12 -5 1 -2 11|PB位7 PE位93 殖1.7|益-2.2→-2.9
3008 大立光|光電業|40 23 -2|79 89 -2 -3|0.7 1584|33 4 -7 -13 -23|PB位36 PE位27 殖4.0|益37.9→40.4
3010 華立|電子通路|12 12 -6|67 77 -21 -22|1.8 57|9 -13 -5 -16 21|PB位2 PE位58 殖5.0|益3.5→3.3
3011 今皓|電子零組|13 -4 -2|46 46 -35 -46|1.2 11|5 8 0 -19 3|PB位0 PE位na 殖0.0|益-19.6→-23.6
3013 晟銘電|電腦及週|148 103 37|65 65 -17 -22|0.5 625|6 4 0 -23 -16|PB位73 PE位31 殖0.5|益8.2→8.5
3014 聯陽|半導體業|34 14 8|77 89 -3 -0|0.9 86|26 -30 -3 -12 -27|PB位45 PE位50 殖6.3|益29.1→27.7
3015 全漢|電子零組|21 12 20|81 81 -4 -2|0.2 37|10 -7 -1 -12 0|PB位70 PE位87 殖5.1|益1.0→0.4
3016 嘉晶|半導體業|-15 -14 -9|52 61 -28 -38|1.0 15|2 -13 0 -3 -15|PB位0 PE位31 殖1.4|益2.3→1.8
3017 奇鋐|電腦及週|76 38 15|57 64 -28 -26|0.9 4531|35 -8 2 -0 10|PB位50 PE位42 殖2.2|益14.7→15.1
3019 亞光|光電業|38 32 1|70 70 -21 24|0.8 2616|20 -5 -3 11 61|PB位91 PE位69 殖2.7|益7.4→7.6
3021 鴻名|電子零組|30 2 -17|53 53 -25 -33|1.2 5|6 14 0 -34 -28|PB位0 PE位100 殖1.5|益7.0→5.7
3022 威強電|電腦及週|19 3 10|76 76 11 15|0.4 731|17 -2 -0 -31 9|PB位58 PE位72 殖3.9|益13.8→12.7
3023 信邦|電子零組|10 11 7|76 80 -3 -16|0.8 434|50 -2 3 -40 -5|PB位0 PE位0 殖4.0|益11.1→10.8
3024 憶聲|光電業|103 244 149|68 76 -17 -12|0.6 18|2 3 0 -2 -12|PB位44 PE位13 殖2.4|益7.5→9.7
3025 星通|通信網路|15 -16 -54|68 68 -21 -7|0.2 22|5 2 0 -15 -8|PB位57 PE位20 殖5.5|益29.5→29.5
3026 禾伸堂|電子零組|39 18 15|89 95 3 -3|0.7 48|13 17 0 -4 -45|PB位7 PE位43 殖6.2|益5.3→4.9
3027 盛達|通信網路|31 18 10|61 75 0 -16|1.3 19|2 1 0 1 4|PB位25 PE位na 殖1.2|益-0.6→-1.0
3028 增你強|電子通路|21 8 -2|96 98 12 6|1.1 17|7 18 0 11 -36|PB位38 PE位66 殖6.3|益1.7→2.0
3029 零壹|資訊服務|126 88 38|75 75 -8 42|0.3 727|8 -0 -0 -27 14|PB位84 PE位89 殖4.0|益6.2→6.2
3030 德律|其他電子|47 20 -34|59 75 -12 -25|1.4 128|13 -7 -2 -15 33|PB位69 PE位58 殖4.5|益32.0→31.9
3031 佰鴻|光電業|27 6 -1|78 78 -5 -4|0.3 8|3 -10 0 -5 1|PB位60 PE位65 殖5.0|益9.6→8.3
3032 偉訓|電子零組|8 2 13|70 70 -22 2|0.7 405|11 -1 0 -17 -24|PB位50 PE位75 殖3.8|益7.9→6.5
3033 威健|電子通路|64 40 9|89 93 -0 -3|1.2 96|9 -5 1 56 11|PB位44 PE位56 殖6.2|益2.9→2.8
3034 聯詠|半導體業|30 8 14|86 98 11 6|1.3 1198|30 -2 14 -9 5|PB位69 PE位99 殖5.1|益21.8→21.2
3035 智原|半導體業|245 94 75|61 80 -7 -17|1.0 1417|13 -4 5 -10 15|PB位5 PE位71 殖1.4|益10.9→9.7
3036 文曄|電子通路|56 42 -21|62 86 -10 -2|1.1 405|12 -2 -9 -13 19|PB位36 PE位46 殖1.8|益1.6→1.6
3037 欣興|電子零組|21 12 -1|44 54 -34 -35|1.1 1488|28 -5 -1 -24 -9|PB位0 PE位93 殖1.6|益5.2→4.4
3038 全台|光電業|-12 -14 4|78 90 0 -0|1.1 9|5 -6 -0 24 -22|PB位6 PE位65 殖6.0|益7.8→6.4
3040 遠見|其他|7 -2 7|90 90 -5 11|0.8 14|17 -4 0 1 -19|PB位92 PE位93 殖2.0|益31.7→29.8
3041 揚智|半導體業|-4 -18 -32|58 70 -21 -12|0.2 28|10 -1 0 -7 12|PB位69 PE位na 殖0.0|益-15.4→-15.6
3042 晶技|電子零組|18 15 -2|77 77 -10 -15|0.8 114|10 -25 -5 -7 24|PB位2 PE位49 殖5.6|益17.8→16.9
3044 健鼎|電子零組|33 16 3|85 95 4 0|1.0 377|35 3 7 -10 -0|PB位48 PE位46 殖5.1|益14.4→14.8
3045 台灣大|通信網路|2 -0 -7|98 98 0 -1|0.8 515|16 9 5 54 44|PB位20 PE位57 殖3.9|益10.3→10.2
3046 建碁|電腦及週|18 1 -17|73 80 -2 -20|1.4 7|3 -2 0 -5 -4|PB位2 PE位8 殖5.6|益3.8→3.4
3047 訊舟|通信網路|21 30 -36|49 60 -28 -41|1.0 38|8 12 0 -27 -14|PB位72 PE位57 殖1.3|益6.5→5.2
3048 益登|電子通路|44 20 11|53 64 -17 -29|1.3 16|5 10 0 -15 -22|PB位64 PE位na 殖3.7|益1.4→1.4
3050 鈺德|光電業|-8 1 -8|54 72 -18 -25|1.2 11|9 4 0 -12 -2|PB位1 PE位45 殖3.4|益5.2→3.0
3051 力特|光電業|54 41 38|79 87 -12 2|0.8 16|2 16 0 -8 -7|PB位47 PE位46 殖5.0|益17.4→18.7
3052 夆典|建材營造|72 5 18|89 97 7 0|1.4 6|2 -0 0 -5 1|PB位63 PE位61 殖4.1|益7.0→7.2
3055 蔚華科|電子通路|-36 -62 -15|65 80 7 1|0.3 11|1 3 0 0 -12|PB位82 PE位na 殖1.5|益-24.1→-39.8
3056 富華新|建材營造|37071 21697 7458|93 93 15 17|2.4 307|9 5 0 -44 24|PB位56 PE位42 殖14.5|益-87.6→20.7
3058 立德|電子零組|19 -3 11|51 64 -26 -32|2.2 5|4 7 0 -16 -7|PB位28 PE位na 殖0.0|益-11.6→-12.1
3059 華晶科|光電業|26 1 17|78 78 -10 9|0.3 359|12 0 0 -26 -4|PB位67 PE位93 殖1.8|益4.8→4.6
3060 銘異|電腦及週|47 40 5|75 91 6 2|2.3 69|10 5 0 59 -23|PB位82 PE位92 殖1.3|益-1.6→0.3
3062 建漢|通信網路|14 42 32|62 62 -26 -25|0.8 92|13 0 0 -21 -2|PB位68 PE位71 殖0.0|益-11.3→-6.3
3078 僑威|電子零組|80 44 54|87 87 16 24|1.8 635|20 8 -0 -23 -35|PB位60 PE位73 殖4.8|益14.6→14.4
3081 聯亞|通信網路|51 13 -13|54 54 -22 5|1.4 628|22 3 2 -33 -18|PB位84 PE位na 殖0.2|益-11.5→-9.3
3086 華義*|文化創意|-7 -1 -3|59 60 0 -40|0.5 36|40 -1 0 -5 4|PB位80 PE位98 殖0.4|益4.2→-0.9
3088 艾訊|電腦及週|32 15 8|77 77 1 31|0.3 134|15 -1 -1 -6 -23|PB位89 PE位88 殖3.9|益13.9→13.1
3090 日電貿|電子零組|70 36 17|88 88 -2 10|0.6 97|10 15 -2 -18 -17|PB位80 PE位57 殖6.1|益10.0→9.2
3105 穩懋|半導體業|-11 -20 -23|55 73 -13 -27|1.3 279|17 -8 4 9 40|PB位1 PE位74 殖1.0|益5.9→4.4
3128 昇銳|光電業|39 33 15|65 65 -15 -20|3.9 26|1 -0 0 3 63|PB位12 PE位0 殖3.4|益5.8→7.8
3130 一零四|數位雲端|17 10 2|92 98 3 -1|1.4 10|25 -40 0 -48 45|PB位48 PE位38 殖6.3|益24.5→21.9
3131 弘塑|半導體業|38 48 28|46 51 -33 -48|1.0 688|22 8 -9 na 0|PB位64 PE位63 殖2.3|益21.9→22.2
3138 耀登|通信網路|-10 -13 -11|67 75 -17 -25|0.9 21|2 -5 0 -10 25|PB位0 PE位67 殖2.7|益6.7→5.1
3141 晶宏|半導體業|1 4 11|63 66 -14 -34|1.3 15|8 2 0 -5 -34|PB位0 PE位50 殖0.8|益1.7→0.2
3147 大綜|資訊服務|408 161 108|81 81 -5 2|0.5 490|2 -3 -0 -54 -3|PB位73 PE位59 殖3.7|益6.2→7.1
3149 正達|光電業|13 9 -7|67 67 -8 -14|0.4 176|1 3 0 6 -23|PB位75 PE位na 殖0.0|益-9.5→-13.4
3152 璟德|通信網路|9 1 -8|59 75 -23 -22|1.2 14|13 -13 -1 -12 22|PB位0 PE位19 殖4.0|益28.7→27.5
3162 精確|電機機械|354 176 101|87 87 43 55|1.4 489|57 6 0 11 -44|PB位64 PE位75 殖0.9|益-1.7→1.3
3163 波若威|通信網路|6 -22 10|79 79 29 3|1.3 4041|18 2 -1 -16 -33|PB位90 PE位87 殖1.8|益0.1→-0.3
3167 大量|電機機械|174 127 12|47 47 -30 -38|0.4 78|4 8 0 -33 -22|PB位77 PE位57 殖0.6|益-0.1→2.8
3169 亞信|半導體業|74 19 17|74 85 -8 -13|0.9 31|2 3 0 -2 -10|PB位4 PE位60 殖3.0|益24.9→25.5
3188 鑫龍騰|建材營造|-76 -82 na|54 84 6 -16|1.3 9|1 -7 0 -1 -18|PB位73 PE位36 殖6.4|益35.9→35.4
3189 景碩|半導體業|30 20 3|63 72 -22 -23|0.7 341|10 -13 -0 -11 9|PB位0 PE位88 殖1.2|益4.9→3.6
3207 耀勝|電子零組|28 60 7|61 68 8 -31|0.8 29|1 -7 0 2 23|PB位42 PE位na 殖0.0|益1.8→-0.5
3209 全科|電子通路|11 -7 5|90 90 11 3|1.3 92|6 4 -0 -10 2|PB位26 PE位70 殖6.5|益3.0→2.6
3211 順達|電腦及週|-15 -28 -6|76 76 -16 67|0.5 1959|10 -0 2 -36 -5|PB位89 PE位45 殖7.2|益5.7→5.3
3213 茂訊|電腦及週|40 24 18|82 82 37 6|0.7 440|7 0 0 -18 -25|PB位77 PE位85 殖5.0|益19.4→19.0
3217 優群|電子零組|57 31 11|82 92 -3 1|1.0 78|10 6 -1 8 2|PB位57 PE位31 殖5.8|益30.4→30.4
3218 大學光|生技醫療|0 7 3|78 81 4 -16|0.9 27|10 11 0 3 -26|PB位0 PE位4 殖3.7|益32.3→33.1
3227 原相|半導體業|41 34 -5|80 80 -3 -16|0.9 739|28 -8 0 7 -18|PB位84 PE位46 殖4.3|益20.5→21.0
3228 金麗科|半導體業|-15 -14 -46|28 59 -21 -31|1.2 53|8 2 0 na -3|PB位27 PE位na 殖0.0|益3.2→-7.3
3230 錦明|光電業|79 16 47|80 80 -17 -4|1.3 65|2 1 0 -8 -24|PB位87 PE位24 殖0.0|益-30.2→-33.0
3231 緯創|電腦及週|27 34 12|77 82 -6 -2|0.9 1464|23 -26 6 -9 20|PB位41 PE位41 殖3.7|益3.6→3.7
3234 光環|通信網路|73 28 30|67 67 -15 0|0.6 33|3 -10 0 na na|PB位75 PE位na 殖0.0|益-48.9→-44.5
3257 虹冠電|半導體業|-7 -22 5|71 71 -1 -11|1.0 14|2 2 0 -6 -10|PB位12 PE位53 殖4.0|益23.7→21.6
3260 威剛|半導體業|0 -10 -25|77 91 13 -1|0.8 653|11 5 4 -5 -43|PB位36 PE位30 殖3.4|益12.3→9.9
3264 欣銓|半導體業|-3 -2 5|90 94 35 22|0.6 496|18 -0 6 -21 3|PB位80 PE位98 殖5.4|益18.4→18.0
3265 台星科|半導體業|9 4 -8|69 79 -17 -16|0.5 31|1 -1 0 -5 1|PB位51 PE位58 殖4.8|益19.4→19.3
3289 宜特|其他電子|17 11 -5|59 59 -18 -33|1.2 36|12 -17 0 -9 21|PB位60 PE位31 殖3.8|益9.0→8.5
3290 東浦|電子零組|53 25 16|79 79 3 -5|1.0 16|3 -2 0 -3 -10|PB位71 PE位9 殖3.1|益15.4→13.5
3293 鈊象|文化創意|25 29 -2|72 72 -17 -18|1.2 1904|25 -4 -1 -24 29|PB位80 PE位84 殖3.6|益55.5→55.8
3294 英濟|電子零組|5 -10 -11|61 74 2 -3|0.1 43|7 8 0 -11 -35|PB位68 PE位1 殖1.2|益-0.2→0.2
3303 岱稜|其他電子|32 19 -3|70 70 -5 -19|0.5 18|5 -2 0 -10 -11|PB位73 PE位33 殖5.5|益18.7→17.7
3305 昇貿|其他電子|67 58 17|76 84 -3 -16|1.7 29|4 -3 0 -7 2|PB位37 PE位38 殖3.5|益7.5→7.0
3312 弘憶股|電子通路|72 31 11|45 64 -18 -33|0.6 216|2 -2 0 2 -13|PB位66 PE位66 殖2.5|益2.3→2.0
3323 加百裕|電腦及週|9 -7 11|74 74 -7 40|0.7 420|5 1 0 33 -35|PB位86 PE位na 殖0.0|益-2.0→-2.0
3324 雙鴻|其他電子|78 40 7|57 71 -20 -24|1.1 1647|11 -1 0 10 5|PB位62 PE位57 殖1.9|益13.4→12.1
3338 泰碩|電子零組|70 18 12|58 72 -16 -25|1.7 29|2 5 0 -14 -19|PB位40 PE位36 殖3.7|益6.4→5.9
3339 泰谷|光電業|6 0 -21|65 75 -14 -15|0.5 7|2 -6 0 1 -6|PB位69 PE位84 殖0.0|益1.0→-1.5
3346 麗清|汽車工業|8 3 -6|64 75 -14 -21|1.4 7|3 -5 0 -3 -12|PB位0 PE位5 殖4.0|益3.1→3.3
3356 奇偶|光電業|-26 -16 -5|71 78 -6 -13|1.2 20|6 -5 0 -1 -8|PB位23 PE位0 殖5.4|益7.2→9.4
3357 臺慶科|電子零組|65 41 9|77 85 -7 -13|0.7 18|13 -17 -3 -2 -5|PB位14 PE位48 殖4.6|益10.4→10.3
3360 尚立|電子通路|52 22 9|68 69 -12 -30|0.7 6|2 -5 0 8 -12|PB位61 PE位na 殖0.0|益-0.4→-0.4
3362 先進光|光電業|26 12 6|54 64 -29 -34|1.6 69|4 9 0 -20 -7|PB位43 PE位34 殖0.6|益9.6→8.1
3363 上詮|通信網路|40 35 13|63 63 -6 15|0.7 375|12 1 -2 -27 1|PB位89 PE位na 殖0.0|益-5.3→-6.8
3373 熱映|其他電子|1 13 4|69 69 4 -10|0.2 5|5 18 0 -7 18|PB位43 PE位na 殖4.7|益-15.5→-14.0
3374 精材|半導體業|6 -4 -11|53 64 -27 -30|0.5 268|6 12 -2 -17 0|PB位39 PE位60 殖1.7|益28.3→28.0
3376 新日興|電子零組|9 7 -21|82 82 17 17|0.7 1519|26 -4 -2 -6 -6|PB位90 PE位78 殖1.6|益10.4→9.4
3379 彬台|電機機械|270 243 94|73 73 36 60|0.2 511|5 0 0 -11 -54|PB位94 PE位32 殖1.5|益-1.4→1.8
3380 明泰|通信網路|4 -10 7|78 78 -16 -11|0.7 22|9 -8 -1 -5 -4|PB位22 PE位97 殖3.3|益0.3→0.5
3390 旭軟|電子零組|79 26 11|67 79 -12 -23|1.7 9|2 1 0 1 -11|PB位48 PE位17 殖4.1|益3.5→3.2
3402 漢科|其他電子|1 -6 -24|76 81 -7 -12|0.6 17|3 -17 0 -18 11|PB位63 PE位60 殖5.3|益10.1→10.4
3406 玉晶光|光電業|5 -4 -27|62 78 -14 -18|0.4 461|24 -8 -7 6 0|PB位0 PE位1 殖4.4|益23.9→20.5
3413 京鼎|半導體業|51 44 8|70 75 -11 -26|1.4 192|26 -30 -2 -2 47|PB位44 PE位58 殖5.2|益16.3→16.2
3416 融程電|電腦及週|1 13 -5|78 78 -6 -1|0.5 42|4 -24 0 1 30|PB位59 PE位66 殖3.8|益20.9→19.8
3430 奇鈦科|化學工業|27 31 9|61 61 -7 -24|1.0 9|4 2 0 -7 -11|PB位47 PE位59 殖4.4|益13.5→13.4
3434 哲固|光電業|23 13 2|99 99 54 55|8.8 59|1 -0 0 51 239|PB位99 PE位68 殖3.5|益6.6→5.8
3437 榮創|光電業|2 -1 1|58 64 -27 -32|1.4 5|5 11 0 -13 -16|PB位30 PE位na 殖0.0|益-10.7→-12.2
3441 聯一光電|光電業|154 61 33|87 87 -4 -6|0.4 6|5 0 0 -10 -1|PB位8 PE位41 殖2.0|益9.1→9.2
3443 創意|半導體業|19 20 18|65 73 -18 -4|0.8 1319|22 -3 -6 -7 -7|PB位15 PE位35 殖1.5|益15.4→15.2
3444 利機|電子通路|45 36 14|48 69 -20 -33|1.3 16|11 3 0 -19 2|PB位20 PE位49 殖3.2|益7.5→6.8
3447 展達|通信網路|81 62 26|57 57 -13 42|0.3 145|3 1 0 -38 -46|PB位80 PE位94 殖1.4|益-1.0→1.0
3450 聯鈞|半導體業|149 108 49|69 69 -19 17|0.5 4584|17 1 0 -19 -11|PB位85 PE位47 殖0.2|益13.0→15.5
3454 晶睿|光電業|39 26 29|86 86 11 5|0.5 80|4 4 0 11 -3|PB位25 PE位76 殖1.8|益2.0→4.0
3455 由田|光電業|-20 -31 -24|70 70 -18 -25|1.0 29|6 -13 -0 3 19|PB位64 PE位75 殖4.5|益-0.4→10.3
3466 德晉|通信網路|-95 -74 -4|52 61 -10 -10|1.1 29|5 -3 0 2 65|PB位73 PE位na 殖0.0|益-73.2→-74.3
3479 安勤|電腦及週|28 16 16|95 97 28 2|1.1 91|9 15 1 -27 -22|PB位51 PE位91 殖4.5|益9.5→9.3
3481 群創|光電業|33 14 9|92 94 5 -1|1.2 995|27 17 1 -9 -47|PB位49 PE位93 殖6.5|益-2.2→-3.7
3483 力致|電腦及週|21 0 -5|57 71 -16 -30|0.7 78|6 -1 0 -11 5|PB位43 PE位38 殖4.0|益4.2→3.8
3484 崧騰|電子零組|31 35 2|80 80 -4 -9|0.7 78|12 -4 0 -9 -2|PB位54 PE位38 殖4.5|益7.6→7.7
3491 昇達科|通信網路|103 59 -1|83 83 22 18|0.7 1233|21 1 2 -6 16|PB位96 PE位56 殖1.6|益26.7→26.6
3498 陽程|其他電子|56 204 97|57 57 -32 -23|0.6 16|7 5 0 -22 -11|PB位76 PE位na 殖0.0|益-31.5→-23.8
3501 維熹|電子零組|44 13 0|81 87 0 -13|1.5 18|7 4 0 -62 -16|PB位65 PE位33 殖6.4|益12.6→11.9
3504 揚明光|光電業|82 21 26|72 72 -10 1|0.3 33|4 5 0 -16 3|PB位9 PE位na 殖0.0|益-13.1→-10.4
3511 矽瑪|電子零組|85 51 37|58 58 -24 -10|0.9 8|6 15 0 -14 -15|PB位46 PE位na 殖0.0|益-10.6→-8.8
3515 華擎|電腦及週|86 98 48|72 72 -20 -9|0.6 112|11 -27 -1 -0 17|PB位34 PE位36 殖2.8|益6.9→6.5
3518 柏騰|其他電子|38 -4 -4|49 61 -23 -38|1.1 7|6 -0 0 -10 -30|PB位28 PE位na 殖0.0|益-37.9→-41.2
3526 凡甲|電子零組|123 68 26|91 91 2 6|1.3 65|24 -28 2 -12 -23|PB位53 PE位38 殖6.1|益32.9→32.9
3528 安馳|電子通路|77 50 49|82 82 40 35|0.6 139|5 2 0 814 78|PB位98 PE位67 殖4.2|益7.8→6.2
3529 力旺|半導體業|4 10 -9|67 67 -30 -11|1.2 1375|62 8 -7 -6 -13|PB位43 PE位42 殖0.9|益54.7→55.1
3530 晶相光|半導體業|43 -3 -13|61 67 -23 -29|1.0 7|40 -8 0 -4 4|PB位16 PE位na 殖0.0|益1.6→-11.2
3532 台勝科|半導體業|8 -9 5|46 60 -20 -39|0.8 30|48 -13 0 0 -0|PB位0 PE位81 殖2.2|益13.1→12.9
3533 嘉澤|電子零組|56 29 3|71 71 -26 -6|0.7 1263|41 -1 -5 -4 -63|PB位56 PE位41 殖2.9|益33.9→34.0
3535 晶彩科|光電業|-67 -73 -405|45 56 -32 -43|0.9 31|6 20 0 -29 -28|PB位74 PE位71 殖1.4|益9.6→3.8
3537 堡達|電子零組|12 -2 0|65 71 -19 -26|1.2 6|2 10 0 -24 -23|PB位63 PE位65 殖4.9|益7.5→6.9
3540 曜越|電腦及週|8 14 21|64 81 -7 -9|1.6 7|3 -3 0 6 -2|PB位28 PE位na 殖0.0|益-4.3→-4.0
3545 敦泰|半導體業|-10 -12 -12|73 76 -23 -14|0.8 42|21 -4 -1 -8 9|PB位16 PE位33 殖2.5|益0.9→1.1
3546 宇峻|文化創意|-35 -10 -9|94 98 8 3|1.4 10|10 7 0 -10 -19|PB位47 PE位55 殖6.3|益15.6→18.6
3548 兆利|電子零組|19 22 13|52 69 -18 -20|0.7 106|3 9 -0 -21 -21|PB位49 PE位57 殖3.1|益6.2→5.7
3550 聯穎|電子零組|106 35 32|50 54 -25 -48|1.0 6|6 -11 0 -1 12|PB位77 PE位na 殖0.0|益-5.7→-6.8
3551 世禾|綠能環保|8 12 -1|70 70 -21 5|0.2 47|5 -1 0 -15 1|PB位66 PE位62 殖3.2|益16.4→16.6
3552 同致|其他電子|-13 -10 7|69 70 -20 -12|1.6 12|12 7 0 -7 -10|PB位1 PE位99 殖1.6|益1.6→0.9
3557 嘉威|居家生活|37 1 -17|76 76 -18 -17|0.9 9|2 -27 0 1 31|PB位13 PE位21 殖4.9|益13.3→12.8
3558 神準|通信網路|64 30 46|78 78 -4 16|0.4 302|10 4 -1 -29 -28|PB位20 PE位93 殖2.0|益3.0→3.9
3563 牧德|光電業|196 188 136|80 80 22 31|1.0 959|16 6 0 -6 -45|PB位97 PE位81 殖1.3|益8.5→16.5
3564 其陽|通信網路|-9 29 4|47 60 -20 -39|0.9 11|3 3 0 -14 -15|PB位62 PE位64 殖1.5|益4.6→4.2
3570 大塚|資訊服務|93 45 13|88 88 -1 22|0.5 13|46 3 0 na 16|PB位55 PE位69 殖5.2|益13.2→12.9
3577 泓格|電腦及週|65 37 20|74 74 -7 -11|0.4 9|1 3 0 -29 -3|PB位13 PE位57 殖2.5|益13.2→11.0
3580 友威科|其他電子|37 -3 2|56 63 -24 -36|0.6 29|4 4 0 -19 -6|PB位40 PE位33 殖4.4|益15.6→14.9
3583 辛耘|半導體業|25 19 -19|55 55 -30 -37|0.9 223|13 7 -0 -23 -17|PB位56 PE位44 殖1.6|益12.5→11.5
3587 閎康|其他電子|9 3 -3|56 59 -32 -37|2.0 89|13 3 -13 -6 2|PB位10 PE位25 殖4.1|益16.1→13.8
3588 通嘉|半導體業|28 11 -14|48 60 -21 -38|1.4 9|3 -3 0 -14 -20|PB位10 PE位53 殖1.1|益7.2→5.8
3591 艾笛森|光電業|12 15 -11|70 78 -12 -7|5.1 17|2 -3 0 3 9|PB位32 PE位15 殖3.3|益5.7→5.6
3592 瑞鼎|半導體業|2 4 -20|70 86 -10 3|0.6 109|14 -4 -1 -15 -4|PB位21 PE位48 殖6.4|益9.4→8.7
3594 磐儀|電腦及週|50 42 37|74 74 -8 12|0.2 66|6 -7 0 11 -2|PB位55 PE位44 殖1.7|益1.0→6.7
3596 智易|通信網路|7 -6 0|97 97 29 54|1.5 454|35 18 1 5 54|PB位100 PE位100 殖3.3|益6.2→6.2
3597 映興|電子零組|67 60 22|63 63 -20 -0|0.3 6|3 4 0 -9 1|PB位83 PE位54 殖2.6|益4.1→5.4
3605 宏致|電子零組|38 31 10|78 78 7 -7|0.7 319|24 1 1 -19 -24|PB位85 PE位64 殖1.4|益2.3→2.9
3607 谷崧|電子零組|43 27 3|70 73 -14 -20|1.0 5|6 3 0 -5 4|PB位61 PE位3 殖4.2|益-3.6→-2.0
3609 三一東林|電子零組|44 56 64|82 82 14 24|0.5 31|4 5 0 -1 na|PB位93 PE位na 殖0.0|益-39.4→-38.6
3611 鼎翰|電腦及週|63 47 34|83 84 -5 -15|1.9 14|12 -6 0 10 23|PB位17 PE位83 殖5.3|益11.1→10.4
3615 安可|光電業|8 -14 -5|57 57 -21 -27|0.8 6|3 14 0 -13 -7|PB位56 PE位na 殖1.3|益-0.6→-1.5
3617 碩天|其他電子|6 7 1|73 73 -22 -14|0.9 117|15 -0 0 -7 -8|PB位52 PE位13 殖5.2|益20.3→19.4
3622 洋華|光電業|-33 4 1|66 73 -13 -28|1.0 16|3 -19 0 -7 -10|PB位59 PE位23 殖5.6|益31.4→29.8
3625 西勝|電腦及週|-44 -63 0|73 73 -10 28|0.4 11|6 -5 0 na na|PB位90 PE位na 殖0.0|益-32.4→-36.2
3630 新鉅科|光電業|-3 3 -12|69 75 -17 -18|1.7 12|39 -15 0 4 -6|PB位43 PE位na 殖0.0|益-27.8→-29.8
3645 達邁|電子零組|28 34 -5|68 68 36 22|0.1 284|14 3 0 -16 -24|PB位89 PE位64 殖2.1|益10.8→9.4
3653 健策|電子零組|88 63 33|65 65 -31 -23|1.1 1326|23 5 -5 7 -5|PB位61 PE位62 殖1.4|益26.2→26.6
3661 世芯-KY|半導體業|11 12 -46|73 73 -17 33|1.0 7356|55 -5 1 9 -16|PB位30 PE位13 殖1.5|益12.2→12.5
3663 鑫科|其他電子|114 94 -1|50 57 -25 -42|0.7 29|2 14 0 -22 -16|PB位75 PE位71 殖0.7|益1.8→1.7
3665 貿聯-KY|其他電子|30 31 20|72 72 -11 13|0.6 1915|37 -9 3 10 -5|PB位79 PE位74 殖2.3|益11.5→12.1
3673 TPK-KY|光電業|-10 -14 -13|66 80 -9 -19|1.2 41|35 -17 0 -1 16|PB位20 PE位51 殖2.2|益-0.1→-0.4
3675 德微|半導體業|7 1 -27|42 50 -30 -42|1.2 34|56 14 -13 -14 -22|PB位0 PE位11 殖3.0|益10.1→10.9
3679 新至陞|電子零組|101 48 24|87 87 10 8|1.0 19|11 10 0 -39 12|PB位80 PE位51 殖7.0|益18.7→19.3
3680 家登|半導體業|5 -1 -34|69 69 -17 -28|1.9 373|26 -13 -2 16 25|PB位6 PE位41 殖2.2|益21.5→18.2
3687 歐買尬|數位雲端|13 2 -2|66 66 -10 -15|0.5 5|6 -6 0 2 -2|PB位6 PE位28 殖1.9|益18.2→17.8
3689 湧德|電子零組|48 29 35|82 82 -12 -5|0.5 202|18 -11 0 20 9|PB位76 PE位57 殖3.4|益8.6→10.1
3691 碩禾|光電業|-43 -45 -171|39 62 -15 -35|1.2 29|2 -18 0 17 4|PB位3 PE位na 殖0.0|益-6.3→-10.3
